id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
5114,"In today's interconnected world, the demand for engineers with diverse expertise is rapidly increasing. Collaborating with global organisations can provide valuable opportunities for professional growth and knowledge exchange.","Mu nsi ya leero ekwataganye, obwetaavu bwa bayinginiya abalina obukugu obw'enjawulo bweyongera mangu. Okukwatagana n'ebitongole by'ensi yonna kusobola okuwa abantu omukisa okukulaakulana mu by'ekikugu n'okugabana amagezi.","I lobo ma ite kare ni ma kubbe tye, miti pa engineers matye ki ngec ma pat pat tye ka mede oyot-oyot tutwal. Winye ki dul mapat-pat me wilobo twero weko dano dongo dok gi nywako ngec.","Kotoma akwap naka lolo naerucokina, ejai eipud loka engineers luejaasi keda acoa naepol noi. Aiswamanara keda iriongeta luka akwap kere ijaikini oni arerengesio nuepolok nuka apolo keda aimor acoa.","Wudrikuru andruri ma alia 'bani yi ecizu yi ma eselea, e'yo 'bani lezu inginiya onita be ndundu 'diyi ma dria ri ma omgbo ni tu uru. Ti ecita amuti wudrikurusi ndulu 'diyi pie ri eco drileba orodriru 'diyi fe zota azini ondua awazu.","Omu nsi y'erizooba erikukwatanisa, ekyetengo kya ba ingyiniya abaine obukugu butari bumwe na bumwe nikyeyongyera. Okukwatanisa n'ebitongore by'ensi yoona nikibaasa kureetaho emigisha y'omugasho y'okutunguuka n'okugabana obwengye."
5115,"Recognizing the challenges facing their industry, a group of leading engineers gathered to discuss potential solutions. They aimed to bring together experts from various disciplines to share insights and foster collaboration.","Olw'okumanya okusoomoozebwa okwali mu mulimu gwabwe, ekibinja kya bayinginiya abakulu baakuŋŋaana okukubaganya ebirowoozo ku ngeri y'okukikolamu. Baagenderera okugatta abakugu okuva mu misomo egy'enjawulo okugabana amagezi n'okutumbula enkolagana.","Pien guniang peko ma dul enoni tye ka kato ki iye, dul pa engineers ma oywek gugure me nywako tam i kom yoo me cobo peko eni. Gubedo ki miti me ribo ludiro ma aa ki I tenge mapat-pat me nywako tam gi ki dongo winye ikin gi.","Kanu ajenun atiokisio nu ejaas ikampunin kec, apotu ijinias luapolok kotukokinos kanu aitemitem iwaitin lu epedorio aitemokin ngun. Alosikinet kec arai aimorikikin ipirioitin luka atutubena nuegelegela kanu aimor acoa ka aitopoloria aiswamanara.","E'yo ewaru okalamvu yini dri fuzu yi be 'diyi ma e'yosi, ongulumu inginiya okporu 'diyi tra yi yi e'yo otuza ecopi ra 'diyi ma dria. Asisile eyini ri lezu 'ba nita be e'yo ndundu eyi ma dria 'diyi ejizu tualu eyi ma egata awazu tualu ti ecita ma omgbo otuzu.","Ahabw'okumanya oburemeezi obu amakorero gaabo garikurabamu, guruupu ya ba ingyiniya abakuru, bakateeranira hamwe kuhanuura aha buremeezi oburikubaasa kukorwaho. Bakaba baine ekigyendererwa ky'okureeta hamwe abakugu kuruga omu myoga etari emwe, okubagana ebiteekateeko n'okureetaho okukwatanisa."
5116,"Many educational institutions struggle to provide adequate resources for hands-on learning experiences. As a result, students often miss out on essential practical skills in science education.","Amatendekero g'ebyenjigiriza mangi galwana okuwa ebikozesebwa ebimala mu kuyiga okw'emikono. N'ekivuddemu, abayizi batera okusubwa obukugu obw'omugaso mu kusoma kwa ssaayansi.","Gangi kwan mapol tye ki peko me nongo jami ma mite me pwonyo lutino. Macalo adwogi ne, lutino kwan ipol kare gi keng nongo diro ma pigi tego I kwan me cayan.","Isomeroi luipu etiono noi aijaikin iboro lu itwasamao kanu aisisia. Kanuka ngun, mam esisiak edumunenete acoa na epol ajokis kotoma aisisia naka esayanis.","Pari onita ni karakara eyi dri ci afa ayuzaru 'diyi fezu e'yo onita eyini aa'zu eyi ma dria 'diyini. E'yo 'disi, sukulu anzi eyi tutuni ondua orodriru onita sayansi niri ma alea 'diyi avi.","Amatendekyero maingi g'eby'obwegyese nigatunga oburemeezi bw'okutunga eby'okukoresa ebirikumara omu kwega. N'ekyarugiremu, abeegi nibabura emyoga y'omugasho omu kwega kwa sayansi."
5117,"The construction of the Karuma dam has attracted a diverse workforce from around the world. As a result, many skilled professionals have relocated to the site to contribute to the project.","Okuzimba ebbibiro ly'e Karuma kusikiriza abakozi ab'enjawulo okuva mu nsi yonna. N'ekyavaamu, abakugu bangi basengukidde mu kifo okuwaayo ku pulojekiti.","Gedo pa dam me Karuma okelo lutic mapol ma aa ki I but lobo mapatpat. Macalo adwogi ne, ludiro mapol gukobo I kabedo ne me miyo cente pi yub eni.","Adukio naka edam loko Karuma eyangaunit eswamak luegelegela kotoma akwap kere. Kanuka ngun, apotu ipirioitin luipu koloto aiboisit ngin kanu aigang epurojekt.","Damu Karuma niri ma sita eji 'ba karakara eyi engazu wudrikuru ma woko ndundu eyi ma alea. E'yo 'disi, 'ba karakara onita be 'diyi mu angu 'da ma alea robia fezu otita 'da ni.","Okwombeka daamu ya Karuma kureesire abakozi baingi kuruga omunsi yoona. N'ekyarugiremu, abakugu baingi batwire omwanya gw'okukoreramu purogyekiti."
5118,"As society continues to evolve and face new challenges, the role of skilled professionals becomes increasingly important. Among these professionals, engineers play a pivotal role in driving innovation and developing solutions.","Ng'abantu beeyongera okukulaakulana n'okusanga okusoomoozebwa okupya, omulimu gw'abakugu gweyongera okuba omukulu. Mu bakugu bano, bayinginiya bakola omulimu omukulu mu kuleeta obuyiiya n'okukola eby'okugonjoola ebizibu.","Ka lwak tye kamede ki dongo ki nongo peko manyen, tic pa ludiro ma ludiro doko gin ma pire tek tutwal. I kin ludiro magi, engineers timo tic mapire tek tutwal me kelo diro manyen ki yubu yoo me tic.","Kwape inyikokinitos itunga aijulanakin keda ainingosia nuitetiak, epolor noi aswam naka ipirioitin lu emisiaritos. Kotoma ipirioitin lu, iswamaete ijinias aswam naepol noi kanu aitolomun acoasinei nuitetiak ka aitolomun iwaitin lu itemokinet akiro.","Ongulumu eyini mu drile e'yo eyi ojazu azini e'yo ewaru o'diru 'diyi esuzu risi, azi 'ba onita be angiri 'diyiniri ni eca curu'do orodriru. Ba onita be angiri 'diyi ma eselea, inginiya yi azi okporu nga e'yo o'diru 'diyi ma ti ojizu azini e'yo ndundu eyi ma aza kozu.","Abantu ku barikugumizamu nibahinduka kandi nibatunga oburemeezi, omurimo gw'abakugu nigweyongyera kuba ogw'omugasho. Omu bakugu aba, ba ingyiniya nibakora omurimo gw'amaani omu kureetaho okujumbura n'okutunguura eby'okukora."
5120,"Due to the increasing demand for skilled professionals in the industry, regulatory bodies have implemented strict guidelines. As a result, the number of engineers under registration is limited.","Olw'obwetaavu obweyongera obw'abakugu mu mulimu guno, ebitongole ebivunaanyizibwa ku by'okwerinda biteekeddewo ebiragiro ebikakali. N'ekivuddemu, omuwendo gwa bayinginiya abawandiisiddwa mutono.","Pi miti madit tutwal matye pi lutic ma ludiro I tenge enoni, dul mapat-pat makemme ki doro tic mapat-pat oketo cik matek tutwal itic. Macalo adwogi ne, wel engineers ma ki coyo gi nok tutwal.","Kanuka eipud loepol noi loka ipirioitin lu emisiaritos kotoma aswam kangin, etolomutu atukona nuitupitono nuitupitono. Kanuka ngun, ikidioko ijinias luiwadikauna.","E'yo 'bani lezu 'ba onduaru okalamvu 'di ma alea 'diyi ma kalafe ni tuzu ri ma e'yosi, amuti e'yo ndundu eyi onepi 'diyi o'ba azita okporu 'diyi 'yeta ma alea. E'yo 'disi, 'ba inginiya ru osi'ba 'diyi ma kalafe were.","Ahabw'obwetaavu bw'abakugu omu by'obushubuzi obweyongyeire, ebitongore ebirikutegyeka eby'obushubuzi bitaireho ebiragiro by'amaani. N'ekyarugiremu, omuhendo gwa ba ingyiniya abahandiikirwe ni mukye."
5121,"The engineering field has long been dominated by men, leading to a significant gender imbalance. Despite efforts to encourage more women to pursue STEM careers, the numbers remain low.","Ekisaawe kya yinginiya kimaze ebbanga nga kifugibwa basajja, ekiviiriddeko obutali bwenkanya mu kikula ky'abantu. Wadde nga wabaddewo kaweefube w'okukubiriza abakyala bangi okwenyigira mu mirimu gya STEM, omuwendo gukyali wansi.","Tic me bedo engineer obedo tic pa coo pi kare malac tutwal ma oweko mon ki coo pe gubedo marom. Kadi bed ni tute tye me cuku cwiny mon mapol me cako kwan me STEM, welgi pud tye piny.","Aswam naka eijiniaring erai apak naepol noi na ikiliok aipuga, ido ngin eyangauni amamus airiamara kiding ikiliok keda angor. Karaida iswamao agogongu kanu aisinyikokit angor aswam aswamisinei nuka STEM, edisiak noi inaabai.","Angu inginiya eyini ri ma alea 'ba agupi ru 'diyi ebi agupi eyi ma okpo 'du sa'wa ezu, e'yo fepi e'yo oku eyini aa'zu agupi eyi pie ri ma esele cozu ku. Okpo 'bani 'ba okpo fezu oku eyi ma ava engazu e'yo STEM ni 'diyi ma alea ra ti, kalafe eyi ma omgbo ni nga po'di ele.","Omurimo gw'obuyinginiya gutwire nigwebemberwa abashaija, ekirikureetaho obutakwatanisa omu bashaija n'abakazi. N'obu haraabe hariho amaani g'okuhiga abakazi baingi kwejumba omumirimo ya STEM, omuhendo gukiri ahansi."
5122,"In today's rapidly evolving business landscape, organizations must adapt to new challenges and opportunities. To address these needs, the institute focuses on improving technology and advancing project management.","Mu mbeera ya bizinensi eya leero ekyukakyuka amangu, ebitongole birina okutuukana n'okusoomoozebwa n'emikisa emipya. Okukola ku byetaago bino, ettendekero litadde essira ku kutumbula tekinologiya n'okutumbula enzirukanya ya pulojekiti.","I kare man ma biacara tye ka loke oyot-oyot tutwal, dul mapat-pat omyero guye peko ki gum manyen matye. Me tyeko miti magi, gang kwan eni oketo cwinygi tutwalle I kom ilo rwom me tet manyen ki ilo malo rwom me doro tic.","Kotoma ojautene loka ebiasara loka lolo, ekot iriongeta acamanar keda atiokisio nuitetiak keda arerengesio nuitetiak. Kanu aitemokin ipudesia lu, isingarenit erionget aitojokar etatai loakwana ka aitopolor eyaitene lo ipurojektin.","E'yo tujari ni curu'do oja'ba mbeleru 'diyi ma alea, le amuti eyi ma aa e'yo ewaru azini drileba o'diru 'diyi pie. Lezu e'yo 'diyi ma aza kozu, pari onita ni 'diyi asi 'ba e'yo tekenologiani 'diyi ma omgbo otuzu azini otuta otita eyi ma driceza ma omgbo otuzu.","Omu by'obushubuzi ebirikugyenda omu maisho, ebitongore bishemereire kukoragana n'oburemeezi n'emigisha misya. Okukora ahabyetaago ebi, eitendekyero nirita omutima aha kutunguura tekinorogye n'okutunguura eby'okureeberera purogyekiti."
5123,"In an effort to encourage innovation and creativity, the school organized a competition showcasing student projects. The judges were impressed by the level of talent displayed throughout the event.","Mu kaweefube w'okukubiriza obuyiiya n'obuyiiya, essomero lyategese empaka z'okwolesa pulojekiti z'abayizi. Abalamuzi baakwatibwako olw'omutindo gw'ebitone ebyayolesebwa mu mukolo gwonna.","I tute me cuku cwiny lutino kwan me bedo ki ngec manyen, gang kwan ne oyubu pyem ma nyutu yub ma lutino tye kwede. Lungol kop gubedo ki yom cwiny I kom rwom me talanta ma obedo tye I yub eni.","Kanu aisinyikokit aitolomunun acoasinei nuitetiak, abu esomero itemok abolobol naka aitodiar ipurojektin lu esisiak. Apotu ikatubok isiyalamikisi noi kanu atalanta na itodiaritai kotoma opucit kangol.","Okpo 'bazu e'yo ndundu eyi edezu 'diyi ma omgbo otuzu, sukulu 'da otu abala eyi otita sukulu anzi eyini 'diyi e'dazu. Ba e'yo lipi 'diyi ndra ayikosi feta Munguni fe eyidri 'diyisi.","Omu kaweefube w'okureetaho okujumbura,eishomero rikatebekanisa empaka z'okworeka purogyekiti z'abeegi. Abashazi b'empaka bakashemererwa munonga ahabw'omutindo gw'ebitone ebyorekirwe aha mukoro."
5124,"In response to the growing demand for skilled labor in various industries, policymakers recognized the need for a more focused approach to vocational training. As a result, initiatives were launched to improve educational opportunities for students seeking hands-on experience in technical fields.","Mu kwanukula obwetaavu obweyongera obw'abakozi abakugu mu makolero ag'enjawulo, abakola amateeka baalaba obwetaavu bw'okussa essira ku kutendekebwa kw'ebyemikono. N'ekyavaamu, enteekateeka zaatandikibwawo okutumbula emikisa gy'okusoma eri abayizi abanoonya obumanyirivu mu by'ekikugu.","Macalo adwogi me mede pa miti pa lutic ma ludiro I tenge me tic mapat-pat, luyub cik guniang ni omyero ki ket cwinygi I kom pwonye me tic cing. Macalo adwogi ne, kicako yub me ilo malo rwom me kwan pa lutino ma tye ka yenyo diro me tic cing.","Kanu aitemokin eipud loka eswamak lu emisiaritos kotoma okampuni luegelegela, apotu itunga luitolomete ikisila kojenutu eipuda lo aitodolikin aitutuoro na acoasinei. Kanuka ngun, aponi kitegearai aswamisinei nuepedorete aitojokar asioman naka esisiak lu ekotosi adumun amisiarit kotoma aiboisio nuka etatai.","E'yo 'bani lezu azi'ba onduaru 'diyi ma omgbo tuzu okalamvu ndundu eyi ma alea risi, 'ba azita si'ba 'diyi esu e'yo 'bani lezu asi 'bazu onita afa edele drisi 'diyiniri ma dria ra. E'yo 'disi, 'ba e'do e'yo ndundu eyi onita ma omgbo otuzu sukulu anzi e'yo afa edele drisi 'diyi ma dria 'diyi ndapi 'diyini.","Ahabw'okwenda kw'abakozi abakugu omu makorero agatari gamwe na gamwe, ab'eby'obutegyeki bakareeba ekyetengo ky'okutereeza omuringo gw'okutendeka eby'emikono. N'ekyarugiremu, enteekateeka zikatandikwa kutunguura emigisha y'okwegyesa abeegi abarikwenda kukoresa emikono yaabo omu mirimo y'eby'emikono."
