id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
1,"To ensure a successful harvest, it's important to consider the ideal climate for planting. Many gardeners find that certain vegetables thrive when exposed to higher temperatures.","Okusobola okukakasa amakungula amalungi, kikulu okulowooza ku mbeera y'obudde esinga obulungi ey'okusimba. Abalimi b'ensuku bangi bakizuula nti enva endiirwa ezimu zikula bulungi bwe zibeera mu bbugumu ery'amaanyi.","Me neno ni kac tye maber, pire tek tutwal me niang piny ma ber pi pito kodi. Lupur mapol ginongo ni pot dek mukene dongo kace ki keto gi kama lyeto tye iye.","Kanu awanyun ebe ejokuna aisak, ejokuna aomoom ejautene loajokan loka ikwamin kanu aira. Edumunenete akoriok luipu ebe epoloete icie idiasio ejok arai ejai toma amwanis naepol noi.","Ori okuzu kililiru, eri orodriru e'yo angu mile ni ori sazu kililiru ri ma dria. Ba amvu 'ya'ba 'diyi ma karakara eyi esu kini tibi ini azi 'diyi ezo muke eyi ka eyi 'ba angu driza ru 'diyi ma alea ria.","Okureeba ngu okusharuura kurungi, n'eky'omugasho kumanya obwire burungi bw'okubyara. Abahiingi baingi nibashanga ngu emboga ezimwe nizikura kurungi zaaba ziri aha bbugumu ry'ahaiguru."
2,"Farmers often face various obstacles in their work, ranging from unpredictable weather patterns to fluctuating market prices. One significant aspect of their struggle lies in managing the complexities of farmland.","Abalimi batera okusanga obuzibu bungi mu mirimu gyabwe, okuva ku mbeera y'obudde etategeerekeka okutuuka ku bbeeyi y'ebintu ekyukakyuka mu katale. Ensonga emu enkulu mu lutalo lwabwe eri mu kuddukanya ebizibu by'ettaka ly'okulimirako.","Lupur ipol kare ginongo peko mapol tutwal I tic gi, cakke ki lok pa piny ma pe gitwero niang iye wang ma oo I lok pa wel jami I cuk. Gin acel ma pire tek tutwal I lweny meggi obedo tic matek I kom ngom me pur.","Etapit duc akoriok adumun atiokisio nuegelegela kotoma aswamukec, anyoun kotoma ejautene loka ikwamin keda aijulanakineta nuka itiaisinei kosokoni. Adiopet koboro luepolok noi luepedorete kesi aswam erai aitemonokin atiokisio nuka alupok nu akoru.","ꞋBa amvu ꞌyaꞌba ꞌdiyi sawa driasi eꞌyo ewaru karakara yi esu azi yini ꞌdiyi ma alia, eꞌdozu eꞌyo angu mile ni ꞌbani nile ku ꞌdiyi vu kpere aje cuu ma alia ꞌdiyi ma ojata vu. E'yo azi orodriru a'di 'diza yiniri ma alia ri e'yo ewaru nyaku ori ezozani 'diyi ma tambazu ri ma dria.","Abahingi nibatunga oburemeezi bwingi omu mirimo yaabo, okuruga aha mbeera y'obwire etarikwetegyerezibwa kuhisya aha kuhinduka kw'emihendo omu katare. Omuringo gumwe ogw'omugasho omu kurwana kwabo, n'okurwanisa oburemeezi bw'eitaka ry'eby'obuhingi n'oburiisa."
3,"As global demand for coffee continues to rise, it is essential to explore sustainable agricultural practices. Increasing coffee production can provide economic benefits to farmers and contribute to local communities.","Ng'obwetaavu bw'emmwanyi mu nsi yonna bweyongera okulinnya, kya mugaso okunoonyereza ku nnima ez'obuwangaazi. Okwongera ku bulimi bw'emmwanyi kisobola okuwa abalimi emiganyulo mu byenfuna n'okuyamba abantu b'omu kitundu.","Kit ma miti me mwanyi tye ka medde I wilobo lung, pire tek tutwal me yenyo yoo me pur matye anyim. Medo rwom me pur pa mwanyi twero weko lupur nongo cente madwong ki bene konyo lwak ma ikabedo gi.","Kwape eyatakinor eipuda loka emwanyi kotoma akwap kere, ejokuna noi aimo iwaitin lu akoru. Aiyatakin aitolomio naka emwanyi epedori ayangaun ameda naka ikapun mama ejaasi akoriok keda itunga luka atutubet.","Kava ma cu wudrikurusi ndulu ri ni mu drile tu, eri orodriru e'yo ori ezoza ni 'diyi ma vuti ondazu. Kawa ma edeta ma omgbo otuzuri eco orodri e'yo robiani 'diyi eji 'ba amvu 'ya'ba 'diyi dri azini eco orodri fe ongulumu angu ma alia 'diyi dri ra.","Ahabw'okugira ngu ebyetaago by'omwani omu nsi yoona nibigumizamu nibyeyongyera, niky'omugasho okuronda emiringo y'obuhingi n'oburiisa erikugumizamu. Okwongyera aha buhingi bw'omwani, nikibaasa kuhwera abahingi n'abariisa n'abantu b'omubyaro."
4,"In response to rising food insecurity and economic challenges, the government has prioritized agricultural development. This shift aims to enhance self-sufficiency and boost the livelihoods of rural communities.","Mu kwanukula ebbula ly'emmere eryeyongera n'okusoomoozebwa mu by'enfuna, gavumenti ekulembezza enkulaakulana y'ebyobulimi. Enkyukakyuka eno egendereddwamu okutumbula okweyimirizaawo n'okutumbula embeera z'abantu mu byalo.","Pi peko me can cam matye kamede ki peko me can lim, gamente oketo pi dongo lobo me pur obedo gin ma pire tek tutwal. Aloka-loka man tye ki miti me medo rwom me kwo pa dano ki bene ilo malo rwom me kwo pa dano ma icaro.","Kanu aitemokin amamus na inyamat keda atiokisio nuka ikapun, abu apugan isingarenit aitopol akoru. Alosikinet naka aijulanakineta ngun erai aitojokar aijar naka itunga luka ocaloi.","E'yo nyaka ako ni tuzu tualu e'yo ewaru e'yo robiani 'diyi pie, gamete 'ba e'yo agirikica ni 'diyi okporu. Asisile ojataa 'di niri lezu e'yo 'ba eyini aa'zu eyi ma ngulupi si ri ma omgbo otuzu azini geri eyini aa'zu angu caloru 'diyi ma alea ri ma omgbo otuzu.","Ahabw'eibura ry'eby'okurya eryeyongyeire hamwe n'oburemeezi bw'eby'entaasya, gavumenti etandikire kutunguura eby'obuhingi n'oburiisa. Empindahinduka egi negyenderera okwongyera okwetunguura n'okutunguura emituurire y'abantu b'omubyaro."
5,"Many factors contribute to the health of plants, including water, soil quality, and light exposure. Among these, sunlight is crucial for photosynthesis, and without it, plants struggle to survive.","Ensonga nnyingi ziviirako obulamu bw'ebimera, omuli amazzi, omutindo gw'ettaka n'ekitangaala. Mu bino, ekitangaala ky'omusana kya mugaso nnyo mu kukola ebimera, era awatali ekyo, ebimera birwana okuwangaala.","Tye jami mapol ma kelo yotkom pa jami apita, ma I kingi obedo pii, rwom me ngom ki mac. I kin magi, ceng obedo gin ma pire tek tutwal pi yubu mac, dok labongo ne, jami apita tute matek me kwo.","Ipu iboro lu eyangaunete angaleu naka iraan, aimoriarit akipi, adoketait na alupok keda aica. Kotoma iboro lu, ejokuna noi akolong kanu aitolomun akim, ido komamei ngesi, etiono iraan aijar.","E'yo karakara eyi fe ori eyini aa'zu rua ala be, eyi ma eselea yi, nyaku ma wura kililiru ri tualu angu eyini aa'zu angu 'da ma alea ri pie. Afa 'diyi ma eselea, etuka ma etuka eri orodriru e'yo aci ni 'diyi 'yezu, dika eri kokoru, ori yi dri ci idri ta mbazu.","Hariho enshonga nyingi ezirikureetaho amagara marungi g'ebimera, otwariiremu amaizi, omutindo gw'eitaka hamwe n'ekyererezi. Omuri ebi, omushana n'ogw'omugasho munonga omu kukoresa ebimera, kandi hatariho omushana, ebimera nibirwana kubaho."
6,"As we explore options for improving our crop yields, it's crucial to identify varieties that can withstand environmental challenges. Additionally, we need to ensure that these varieties appeal to consumers in the marketplace.","Nga bwe tunoonyereza ku ngeri y'okutumbula amakungula gaffe, kikulu nnyo okuzuula ebika ebisobola okugumira okusoomoozebwa kw'obutonde bw'ensi. Okwongerako, twetaaga okukakasa nti ebika bino bisikiriza abaguzi mu katale.","Ka watye ka yenyo yoo me medo rwom me kac, pire tek tutwal me niang kwai cam mapat-pat matwero lweny i kom peko me cwec ma orumuwa. Medo i kom meno, omyero wanen ni kodi magi oyomo cwiny luwil.","Kwape iuta sio airereor iwaitin lu itojokarere akoru na iraan, ejokuna noi ajenun iponesio lu epedorete aitikitik atiokisio nu ekwam. Kilema, ekot oni awanyun ebe eminasi itunga lu agwelak ikorion lu.","Amani geri amani ecozu ori amavile 'diyi ma ori ezozuri ma omgbo otuzu 'diyi ondazu, eri orodriru wura ecopi e'yo angu amani aa'zu alenia 'diyi ma ta mbapi ra 'diyi esuzu. Azi dika, le ama ma ne ra kini wura ndundu 'diyi leki 'ba afa je'baa cu'a 'diyi ra.","Twaba nitusherura oburyo bw'okutunguura amasharuura, n'eky'omugasho kumanya ebika ebirikubaasa kugumira oburemeezi bw'obuhangwa. Okwongyera ahari ekyo, twine kureeba ngu ebika ebi nibishemeza abaguzi omu butare."
7,"In regions where cassava is a staple crop, farmers rely heavily on the availability of quality planting materials. Ensuring a steady supply of cassava stems is crucial for successful cultivation and harvest.","Mu bitundu ebirimu muwogo ng'ekirime ekikulu, abalimi beesigama nnyo ku kubeerawo kw'ebikozesebwa mu kusimba eby'omutindo. Okufuna ebikoola bya muwogo buli kaseera kya mugaso nnyo mu kulima n'okukungula obulungi.","I but lobo ma gwana obedo cam ma dano mapol pito, lupur jenge tutwalle I kom jami apita ma rwom gi malo. Neno ni gwana tye mapol kare ki kare pire tek tutwal pi poto ki kac maber.","Kaiboisio nuejaasi emuogo keda iraan lu itwasamao noi, emunokina akoriok noi adumun iboro lu iraan lu ejokuka. Ajenun ebe ejai emwogo duc ejok kanu akoru ka aisak.","Angu 'bani gbanda ezozu tu 'diyi ma alia, 'ba amvu 'ya'ba 'diyi yi ati afa ori sazu onyiru 'diyi ma esuta ma dria. E'yo 'bani lezu 'ba ma esu gbanda eyi sa'wa driasi ri eri orodriru ori ezoza azini okuza muke ri ni.","Omu bicweka ahu muhogo guri ebihingirwe ebikuru, abahingi nibagyendera munonga ahabintu by'okubyara eby'omutindo. Okureeba ngu ebikondo bya muhogo biguma nibitunga, n'eky'omugasho omu kuhinga n'okusharuura kurungi."
8,"Despite the gardener's best efforts to nurture the plants, a sudden outbreak of blight has taken hold. As a result, the once-thriving garden is now struggling to recover.","Wadde ng'omulimi akoze kyonna ekisoboka okukuza ebimera, obulwadde bw'omusujja gw'ensiri bubaluseewo mangu. N'ekivuddemu, ennimiro eyali ekulaakulana kati erwana okudda engulu.","Kadi bed ni lupur tye ka tute matek me gwoko jami apita, two ma kilwongo ni blight opoto atura. Macalo adwogi ne, poto ma yam obedo ka dongo tutwal kombedi tye ka tute matek me dongo odoco.","Karaida iswamaete akoriok nuepedori kere kanu aitojokar iraan, abwangunor adeka naka eimidi. Kanuka ngun, etionikinit kwana amisiri naepol noi aisiteteun.","Ba amvu 'yapi 'diyi ni tro okpo 'ba ori 'diyi ma ta mbazu ra ti, azo omvele blight ru ri e'do curu'do ra. E'yo 'disi, amvu ndra okporu 'da ni curu'do dri ciria e'dozu.","Oihireho okuteeraho kw'omuhingi kureeberera ebihingirwe, okubarukaho kw'omushwija gw'omubihaha kweyongyeire. N'ekyarugiremu,omusiri ogwabaire nigukurakurana hati nigugyezaho kugaruka."
9,"As a farmer looking to optimize my crop yield, I'm interested in understanding the current trends and pricing for sweet potatoes. I want to ensure I'm making informed decisions about planting and selling my produce.","Ng'omulimi anoonya okutumbula amakungula gange, njagala okumanya emitendera egiriwo n'ebbeeyi y'amatooke. Njagala okukakasa nti nsalawo bulungi ku by'okusimba n'okutunda ebirime byange.","Macalo lapur matye ki miti me medo kac pa cam, atye ki miti me niang jami matye katime kombedi ki wel layata. Amito niang ni atye ka moko tam matye ki ngec matut I kom pito ki cato jami apita.","Kwape akorion loekoto aitojokar esake, akoto eong amisiikin nuiswamasi kwana keda itiaisinei luka acok. Akoto eong awanyun ebe euta eong aitolomun aseununeta nuikamunitos aira ka agwelanar iraan ka.","ꞋBani ꞌba amvu ꞌyapiri lezu ma vile ori ꞌdiyi ma ori ꞌbazu onyiru, ma asi ꞌba eꞌyo ꞌyepi sawa ꞌdisi ꞌdiyi ma dria azini aje ꞌbani aꞌdule aꞌdule aꞌdule ꞌdiyi ma dria ꞌdiyi ma dria. Ale ne ra kini ma e'yo 'du e'yo kililiru 'diyi ma dria afa mani ezo 'diyi sazu azini ozizuri ma dria.","Nk'omuhingi orikugyezaho kwongyera ahamikorero y'ebihingirwe bye, nyine ekihika ky'okumanya ebirikugyenda omu maisho n'emihendo y'ebitookye. Ninyenda kuhamya ngu ninkora encwamu nungi ahaby'okubyara n'okuguza ebihingirwe byangye."
10,"After months of hard work and dedication, we finally found a way to reach a larger audience. With the support of the community, we approached the local radio station for help in promoting our farm.","Oluvannyuma lw'emyezi mingi nga tukola n'obunyiikivu, twasobola okutuuka ku bantu bangi. Olw'obuyambi bw'ekitundu, twatuukirira leediyo y'omu kitundu okufuna obuyambi mu kutumbula ffaamu yaffe.","Ingee dwe mapol me tic matek ki keto cwiny, dong wa nongo yoo me oo bot lwak mapol. Ki kony pa lwak, wapenyo kony ki redio me cato fam wa.","Akaulo naka ilapio luka aswam kagogong keda ainakina, apotu sio adumutu epone loka adolonokin itunga luipu. Keda agangat naka itunga, apotu sio adolokisi erionget loka eredio kanu aingarakinio aitopoloria efaamukosi.","Azi ngaza okporu azini asi feza ma vutia, ama esu asizu geri azi cazu 'ba karakara yi vu ra. Atita ongulumu eyini risi, ama emu amavile radio station angu 'da ma alea 'diyi vu azakoma esuzu ama vile amvu 'da ma e'yo otuzu.","Bwanyima y'emyezi y'okukora n'amaani n'okwehayo, tukaheza twabona omuringo gw'okuhika aha bantu baingi. Ahabw'obuhwezi bw'abantu, tukahika aha reediyo y'omukyanga kyaitu, okushaba obuhwezi omu kutunguura faamu yaitu."
