id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
584,"As the pandemic continues to disrupt daily life, many educational institutions are facing prolonged closures. This situation raises concerns about the long-term impact on students' academic engagement and retention.","Ng'ekirwadde bbunansi kyeyongera okutaataaganya obulamu obwa bulijjo, amatendekero g'ebyenjigiriza mangi gaggalawo okumala ebbanga eddene. Embeera eno ereetawo okweraliikirira ku bikwata ku biseera by'abayizi eby'omu maaso.","Kit ma two korona tye ka balo kwo pa dano, gangi kwan mapol kilorogi woko pi kare malac. Lok man kelo lworo I kom adwoki me kare malac I kom kwan pa lutino kwan.","Kwape inyikokinit adeka aitolitol aijar naka nginiparan, ejaasi isomeroi luipu keda agolokinio na apak naepol noi. Eyangauni ejautene lo aiyalongong kanuikamunitos epone loepedoriata esisiak alomar toma aisisia kec.","E'yo azo 'dezaniri ni mu drile e'yo 'ba eyini aa'zu o'du driasi 'diyi ezazu risi, angu onita ni karakara eyi opizaru sa'wa ezu. E'yo 'di ni asi otiza eji e'yo sukulu anzi eyini aa'zu sukulu'a sa'wa ezu ri ma dria.","Oburwaire burikugumizamu kutabangura entuura y'abantu, amatendekyero maingi nigakingwa kumara obwire buraingwa. Embeera egi nereetaho okwerarikirira aha bikwatiraine n'obwire bureingwa oburikukwata aha kwega kw'abeegi n'okugaruka kwega."
585,"As the number of confirmed cases continues to rise, health officials are urging caution during community events. They emphasize the importance of maintaining social distance and wearing masks to mitigate risks.","Ng'omuwendo gw'abalwadde abakakasiddwa gweyongera okulinnya, abakungu b'ebyobulamu bakubiriza okwegendereza mu biseera by'emikolo gy'ekitundu. Bakkaatiriza obukulu bw'okwewa amabanga n'okwambala masiki okukendeeza ku bulabe.","Kit ma wel dano matye ki two tye ka medde ameda, lutic me yot kom tye ka cuku cwiny dano me gwoke ikare me yub mapatpat. Giwaco ni pire tek tutwal me bedo mabor ki dano ki bene ruku labo dog ki um me gengo poto pa two.","Kwape iyata enaaba loka adekak, isinyikokitos eswamak luka angaleu itunga acoikina kapak naka ipucito luka atutubet. Apotu kesi kitogogongoto ajokis naka alaikina keda ainap aitabalan nuka ekume keda aituk kanu aitidisiar atiokisio.","Kalafe 'ba 'bani esu azo be 'diyi ni tutu, azi'ba arojo ni 'diyi a'i 'ba eyi aa'zu milesi sa'wa 'yeta ongulumu eyini 'diyisi. Eyi fe okpo orodri 'bani aa'zu esele cozu eyi ma eselea azini afa andreti a'buzu 'diyi osuzu e'yo ewaru 'diyi ma omgbo esizu.","Omuhendo gw'abarwaire oguhamiibwe nigugumizamu nigweyongyera, abakuru omu by'amagara nibashaba abantu kwegyendesereza aha mikoro y'abantu. Bakashoboorora omugasho gw'okureeberera entuura y'abantu hamwe n'okujwara za masiki okubaasa kukyendeeza akabi."
586,"In an effort to boost local industries and reduce reliance on foreign goods, the Ugandan government announced new trade policies. As part of these measures, officials decided to restrict certain imports to protect domestic manufacturers.","Mu kaweefube w'okutumbula amakolero ga wano n'okukendeeza ku kwesigama ku bintu by'ebweru, gavumenti ya Uganda yalangiridde enkola empya mu by'obusuubuzi. Ng'ekimu ku bikolwa bino, abakungu baasalawo okukugira ebintu ebimu ebiyingizibwa mu ggwanga okusobola okukuuma abakola ebintu mu ggwanga.","I tute matek me tyelo kor tic mapat-pat me lobo Uganda ki dwoko piny rwom me jenge I kom jami ma aa ki lobo mawoko, gamente okatti ki cik manyen me cato wil. Macalo yoo acel me timo man, lutic gumoko tamgi me juku jami mogo ma aa ki lobo mawoko me gwoko jami ma aa ki lobo mawoko.","Kotoma agogongu na aitopolor icuman luka akwapuwok ka aitidisiar agogong naka agwel iboro luka akwapin nukokinga, abu apugan nako Uganda kolimo ainapeta nuitetiak nuka agwelanar. Kwape ediopet koboro kalu, apotu eswamak itutuboto aitikitik iboro ice lueyangaununete akwapin ace kanu ayuarite iboro luitolomete iboro.","Okpo 'bazu okalamvu kari 'di ma alea ogogo 'diyi ma omgbo otuzu azini asi'baza afa edele kari amve 'diyi ma alea 'diyi ma dria ri esizu, gamete Uganda niri azi azita o'diru tujari ma dria 'diyi. E'yo 'diyi ma azi ru, azi'ba 'diyi asi e'yo 'du e'yo 'bani afa ofule engazu kari amve 'diyi ma alea 'diyi atrizu 'ba afa edepi kari 'di ma alea ogogo 'diyi ma tambazu.","Omu kaweefube w'okutunguura amakorero g'omwihanga n'okukyendeeza okugyendera aha bintu ebirikuruga aheeru, gavumenti ya Uganda ekarangirira ebiragiro bisya ebirikukwata aha by'obushuubuzi. Nk'emwe aha nkora egi, abakuru bakasharamu kuremesa ebintu ebimwe ebirikuruga aheeru y'eihanga, kugira ngu babaase kurinda abarikukora ebintu omwihanga."
587,"In a world filled with deception and half-truths, it can be tempting to hide behind lies. However, embracing honesty, no matter how difficult, is the first step toward liberation.","Mu nsi ejjudde obulimba n'ebitundu by'amazima, kisikiriza okwekweka emabega w'obulimba. Newankubadde, okwaniriza obwesimbu, newankubadde nga kizibu, gwe mutendera ogusooka ogutuusa ku ddembe.","I lobo ma opong ki goba ki lok ada matye nucu nucu, twero bedo atematema me kane I nge goba. Kadi bed kumeno, jolo lok ada, kadi bed ni tek tutwal, obedo yoo me acel me nongo bedo agonya.","Kotoma akwap na eleleba akiro nuka aisab keda nuka abeit, epedori aitam aingop kau naka aisab. Konye, acamun abeitonut, araida etiono, erai adoketait nasodit naka alakun.","Wudrikuru 'di ma alea e'yo enzoru azini e'yo ada nusu be 'diyi pie tre, eri eco ovu o'bita ru mi ozizu enzo ma vutia ra. Kani si, e'yo ada a'izu, tro ovuzu ewaru ra ti, eri pari oko driwala vu ri'I.","Omu nsi eijwire oburyarya n'amazima agatahikire, nikibaasa kuba eky'okwegyezamu kweshereka enyima y'ebishuba. Kwonka, okwikiriza amazima, n'obu kiraabe kigumire kita, n'omutendera gw'okubanza gw'okuza omu busingye."
588,"Criminal behavior is a complex issue that often stems from various social, economic, and psychological factors. Understanding the motivations behind such actions is crucial for addressing the root causes of crime.","Ebikolwa by'obumenyi bw'amateeka kizibu ekiva ku mbeera z'abantu ez'enjawulo, eby'enfuna n'endowooza. Okutegeera ebiviirako ebikolwa ng'ebyo kya mugaso nnyo mu kukola ku nsibuko y'obuzzi bw'emisango.","Tim me timo bal obedo peko matek tutwal ma pol kare aa ki I kom jami mapol ma kwako kwo pa dano, lim ki tam pa dano. Niang tyen lok ma oweko kit tim enoni obedo gin ma pire tek tutwal me lweny i kom jami ma kelo bal.","Aswamisio nuarokok erai ationis na etiono noi na elomunit kanejaas itunga, ikapun keda aomisio. Amisiikin iboro lu isinyikokinitos itunga aswam ngun erai ibore yenepol noi kanu aitemokin iboro lu eyangaununei abilibilio naka ikisila.","Adriza e'yo onzi 'yezu ri eri e'yo azi kongolokoru ni engapi e'yo o'bi eyini aa'zu 'diyi ma alea, e'yo robia ni 'diyi ma alea, azini e'yo eyi ma egata ni 'diyi ma alea. E'yo asisile e'yo 'dile 'diyi ma dria 'diyi ma vata eri orodriru e'yo e'yo onzi 'yepi 'diyi ma aza kozu.","Eby'obukozi bw'ebibi n'eshonga y'amaani erikukira kurugirira aha bintu bitari bimwe na bimwe nk'embeera y'abantu, eby'entaasya hamwe n'ebiteekateeko byabo. Okwetegyereza ebirikureeta ebikorwa nk'ebyo n'eky'omugasho omu kurwanisa ebirikureetaho obukozi bw'ebibi."
589,"In today's world, where health disparities persist, it is crucial to prioritize transparency in healthcare. Ensuring that individuals can easily obtain medical information empowers them to make informed decisions about their health.","Mu nsi ya leero, obutali bwenkanya mu byobulamu gye bukyali, kikulu nnyo okukulembeza obwerufu mu byobulamu. Okukakasa nti abantu bafuna mangu amawulire agakwata ku byobulamu kibasobozesa okusalawo obulungi ku bikwata ku bulamu bwabwe.","I lobo me kare-ni, kama apoka-poka me yot-kom pud tye, pire tek tutwal me neno ni dano weng tye ki ada I lok me yot-kom. Neno ni dano acel-acel twero nongo ngec ma lubbe ki yotkom weko gi moko tam maber i kom yotkom gi.","Kotoma akwap na ilolo, ne ejai atiakatiaka kotoma amukian, ejokuna noi aisingarenit nuka aica kotoma amukian. Aanyun ebe epatanikit itunga adumunun akiro nuka amukian einakini kesi apedor aitolomun aseununeta nuikamunitos angaleukec.","Wudrikuru andruri ma alia, e'yo esele coza e'yo rua alanisi 'diyiniri ni nga kiri ovuzu ci, eri orodriru e'yo ada 'diyi 'bazu okporu e'yo rua alanisi 'diyi ma alia. E'yo 'ba eyi ma ngulupi eyini ecozu o'dukoti arojo ni 'diyi esuzu ewakokoru ri ni fe eyini okpo e'yo eyi 'duzu kililiru eyi ma rua ala ma dria.","Omu nsi y'erizooba, ahu obutakwatanisa omu by'amagara bukiriho, n'eky'omugasho kwebembeza amazima omu by'amagara. Okureeba ngu abantu banguhi kutunga amakuru agarikukwata ahaby'amagara, nikibaha amaani g'okucwamu gye aha magara gaabo."
590,"In today's fast-paced world, maintaining our health can often feel overwhelming. Seeking guidance from professionals can help us navigate the complexities of wellness.","Mu nsi ya leero ejjudde eby'okukola, okukuuma obulamu bwaffe kiyinza okuwulikika ng'ekizibu ennyo. Okunoonya okulambikibwa okuva mu bakugu kisobola okutuyamba okutambula mu bizibu by'obulamu obulungi.","I kare man ma jami tye ka time oyot-oyot tutwal, gwoko yot komwa twero bedo tek tutwal. Nongo tira kibot ludiro twero konyo wa me kato ki I peko mapat-pat me yot-kom.","Kotoma akwap naka lolo naepatana aswam, epol noi aidar angaleu wok. Aingitun aicoreta kanejaas ipirioitin ingarakini oni aitodolikin atiokisio nuka angaleu.","Wudrikuru andruri ma alia, e'yo ama ma rua ma ta mbazuri eco sawa driasi e'da ewaru tu. Imbata esuzu engazu 'ba nita be angiri 'diyi vu ri eco ama aza ko e'yo ewaru rua ala ma dria 'diyi ma aza ko ra.","Omu nsi y'erizooba erimu amaani, okurinda amagara gaitu nikibaasa kureebeka nk'ekintu ky'amaani munonga. Okushaba obuhabuzi kuruga omu bakugu, nikibaasa kutuhwera kurabira omu buremeezi bw'amagara marungi."
619,I've noticed you've been feeling stressed with the daily commute. Have you considered a more flexible work arrangement?,Nkirabye nti obadde owulira ng'oli ku situleesi olw'okutambula buli lunaku.,Aneno ni itye ka winyo lyeto pi wot matye ka timme nino ki nino.,Abu eong aany ebe ipupi jo aiyalongong noi kanu alosit kangipaaran.,Ma ndre ra kini mi e'bi ovu asi omiza be acita o'du driasi ri ma e'yosi.,Ndebire ngu otwire nohurira oine oburemeezi ahabw'okutambura buriizooba.
620,"As the situation with the pandemic continues to evolve, many businesses are reevaluating their workforce needs. Consequently, decisions are being made regarding which employees are critical to operations during this challenging time.","Ng'embeera y'ekirwadde bbunansi yeeyongera okukyuka, bizinensi nnyingi zikyekenneenya ebyetaago by'abakozi baazo. N'olw'ekyo, okusalawo kukolebwa ku bakozi ki abakulu mu mirimu mu kaseera kano akazibu.","Kit ma peko me two korona tye ka mede kwede, biacara mapol tye ka ngiyo tic pa luticgi. Macalo adwogi ne, gitye ka moko tam i kom lutic mene ma pigi tego tutwal I kare man me peko.","Kwape ejai ejautene loka adeka naka ekorona, eutasi ibiasaran luipu airereor eipud loka eswamakakec. Kanuka ngun, eutai aitolomun aseununeta nuikamunitos eswamak lu epol ajokis kotoma apakio kanu nuetioko.","E'yo azo 'dezaniri ni mu drile yi ojazurisi, tujari karakara yi e'yo yini le azi ngazu 'diyi ma ale andri o'diru. Ka'dini, 'ba e'yo 'du azi'ba orodriru azi ngazu sa'wa ewaru 'di ma alea 'diyi ma dria.","Embeera y'endwara ruranda nsi ku erikugumizamu nehinduka, bizinesi nyingi ziriyo nizetegyereza ebyetengo by'abakozi baazo. N'ahabw'ekyo, okusharamu kuriyo nikukorwa aha bikwatiraine n'abakozi ab'omugasho omu bwire obu obw'oburemeezi."
621,"To ensure a healthy work-life balance, the company has implemented a strict policy regarding time off. As a result, employees will not work during leave periods.","Okukakasa enzikiriziganya ennungi wakati w'emirimu n'obulamu, kampuni etaddewo enkola enkakali ku bikwata ku biseera by'okuwummula. N'ekivuddemu, abakozi tebajja kukola mu biseera by'oluwummula.","Me neno ni tic ki kwo tye marom, dul ne oketo cik matek tutwal I kom yweyo. Macalo adwogi ne, lutic pe gubi tic ikare me yweyo.","Kanu awanyun ebe ejokuna aswam keda aijar, etolomu ekampuni ainapeta nuikamunitos apak naka aiyengun. Kanuka ngun, mam eswamak iswamaete kapak naka aiyeng.","Azi ngaza kililiru ri ma tambazu, amuti 'da 'ba azita okporu sa'wa 'bani azi kuzu ri ma dria. E'yo 'disi, azi'ba eyi ngani azi sa'wa lifu nirisi ku.","Okureeba ngu hariho oburingaaniza omu mirimo n'amagara gaabo, kampuni eteireho ebiragiro by'amaani ebirikukwata aha bwire bw'okuhuumura. N'ekyarugiremu, abakozi tibarikwija kukora omu bwire bw'ekihuumuro."
