id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
11062,"As the sun set over the town, a hush fell over the crowd gathered at the memorial. It was a day that changed everything, leaving an indelible mark on the hearts of those who witnessed it.","Enjuba bwe yagwa ku kibuga, akasiriikiriro kaagwa ku bantu abaali bakungaanidde ku kijjukizo. Lwali lunaku olwakyusa buli kimu, ne luleka akabonero akatasobola kusazibwamu ku mitima gy'abo abaalabiddeko.","I kare ma ceng tye ka poto I taun, dano ma gugure I kabedo me kwero too pa nyakoni guling mot. Obedo nino ma oloko jami weng, oweko lanyut ma pe rweny I cwiny jo ma guneno ne.","Neautar akolong aibiror otaun, abu aililing kibiror mama ejaasi itunga luetukokinos aiitun atwanare. Arai aparan ngin na ijulakini iboro kere, kojalakinit aanyunet naepol noi kotoma etau loka ngul luapotu kowanyutu ngun.","Etuka ni ecaria tawuni ma dria, 'ba trapi yi ma e'yo egazuri ma dria ci. O'du 'da oja e'yo dria ra, erini 'ba ndre'baa 'diyi ma asi 'bazu e'da kokoru.","Omushana ku gwatandikire kurenga aha rurembo, abantu baingi bakatuura bakyerereire aha kiijusyo. Ekaba eri eizooba eryahindwire buri kimwe, rikasigaho akabonero k'amaani omu mitima y'abo abaakireebire."
11063,Residents have been complaining about the quality of the local water supply for weeks. Recent tests have confirmed their concerns about contamination levels.,Abatuuze babadde beemulugunya ku mutindo gw'amazzi mu kitundu okumala wiiki eziwera. Okukebera okwakolebwa gyebuvuddeko kukakasizza okweraliikirira kwabwe ku mutindo gw'obucaafu.,Lutedero gubedo kakok I kom rwom me pii pi cabit mapol. Pimo ma otime cokcok-ki omoko lworo gi I kom rwom me two.,Angurianete itunga nuikamunitos adoketait na akipi kanu isabitin luipu. Ainwakio napac itigogongoto aiyalongongokec nuikamunitos adoketait na ekorono.,Ba aa'pi angu 'da ma alea 'diyi ebi onu geri yi awazu angu 'da ma alea ri ma wura si ca sabiti eyi ma alea. E'yo 'bani o'bi o'diru 'diyi ece asi'baza yini e'yo onzi 'diyi ma dria ri ra.,Abatuuragye batwire nibetomboitwa aha mutindo gw'amaizi g'omubyaro kumara esande. Okucondooza okuhweireho kuhamize okwerarikirira kwabo aha muringo gw'oburofa.
11064,"As the election day approached, tensions in the city escalated due to ongoing protests and violent clashes. Many residents were left uncertain about the safety of casting their votes amidst the turmoil.","Olunaku lw'okulonda bwe lwasembera, obunkenke mu kibuga bweyongera olw'okwekalakaasa okugenda mu maaso n'okulwanagana okw'amaanyi. Abatuuze bangi baalekebwa nga tebalina bukakafu ku bukuumi bw'okulonda wakati mu butabanguko.","I kare ma nino me bolo kwir tye cok, lworo omedde I boma ne pi jemo ki lweny matye kawot anyim. Lutedero mapol gubedo ki akala-kala I kom ber bedo me bolo kwir I kare me kuku kuku enoni.","Neyapiete apaaran naka aseo, abu ingungeta kiyatakin koibuga kanuka aidiya keda ingungeta lu amumu. Aponi kojalakinai itunga luipu mam ejenete nuka ayuwara naka aicak abootin kotoma amumu kangin.","O'du opetaa ni ecazu ogogo ri si, asi otiza aku ambu city niri ma alea ri ma omgbo tu e'yo ngiringiri ni muzu drile azini e'yo ngiringiri ni 'diyi ma e'yosi. Ba karakara aa'pi angu 'da ma alea 'diyi aa'ni asi'baza be e'yo eyini ecozu voti 'bezu ra ri ma dria e'yo ngiringiri ni 'diyi ma talasi.","Eizooba ry'okuteera akaruuru ku ryahikire, obunkenke omu rurembo bweyongyeire ahabw'okwesharinga n'obutabanguko. Abatuuragye baingi bakasigara batiine burinzi bw'okuteera akaruuru ahagati y'obutabanguko."
11065,"After spending a week in custody, the judge finally agreed to reconsider his case. The defense attorney argued passionately for his client's release, citing lack of evidence and the need for him to return to work.","Oluvannyuma lw'okumala wiiki nnamba mu kaduukulu, omulamuzi yakkiriza okuddamu okwetegereza omusango gwe. Munnamateeka w'oludda oluvunaanibwa yawagira nnyo eky'okuyimbula omuntu we, ng'agamba nti tewaaliwo bujulizi era nti yali yeetaaga okuddayo ku mulimu.","Inge bedo I buc pi cabit acel, langolkop dong oyee me ngiyo lok mege odoco. Lapilida ma loyo adot i kom langol kop owaco ni omyero kigony ngat ma en culu pire, kun waco ni pe tye caden ma moko ni en omyero odwog cen itic.","Akaulo naka adaun esabiti ediope kojera, abu atubon kocam bobo airereor emusagoke. Abu epulida loitepegit itunga kotema ebe ibusakinit alacakin itunganan, kotupitete amamus na ajenanut keda eipud loka ngesi abongor aswam.","Sabiti alu arujoa 'bori ma vutia, 'ba e'yo lipiri a'i asizu eri ma kesi ma ale andrizu dika ra. ꞋBa ꞌbani ꞌba eꞌyo liꞌba ꞌdiyi ma tia ꞌdiyi aꞌdi ꞌdi ꞌdi asi driasi ꞌbani ꞌba yini eꞌyo liꞌba ꞌdiyi ofuzu, yini eꞌyo ecezu kini afa ꞌbani eꞌyo ꞌyezu ꞌdiyi yo azini eri ma omvizu azi ma alia ra.","Ahanyima y'okumara esande omu kihome, omuramuzi akaikiriza kugaruka kushwijuma omushango gwe. Puriida w'orubanja akarwanirira kurekurwa kw'omuntu we, arikugira ngu hakaba hatariho bujurizi hamwe n'ekyetengo ky'okugaruka kukora."
11066,The weather forecast has been showing increasing cloud cover throughout the day. Many people are preparing for a wet weekend ahead.,Embeera y'obudde ebadde eraga nti ebire byeyongedde okubikka olunaku lwonna. Abantu bangi beetegekera wiikendi ejja okubaamu enkuba.,Lok kom piny obedo ka nyuto pol pol pa pol pa pol pa pol pa pol pa pol pa pol pa pol pa pol pa pol pa pol pa pol pa pol pa pol pa pol pa dano. Dano mapol tye ka yubbe pi cabit ma kot tye ka cwer.,Itodunit akiro nuikamunitos ekuse ka etepe ebe iyata ikur apaaran kere. Eutasi itunga luipu aitemonokin kanuka esabiti loetepia edou.,O'duko e'yo angu mile niri ni ri e'bi e'da o'du 'da ma alea dria 'diyi ma omgbo ni tuzu tutu. Ba karakara eyi eyi otuta 'ye wikiendi ozooni emuzu drile ri ni.,Ebiteekateeko by'obwire bitwire nibyoreka ngu hariyo ebicu ebirikweyongyera eizooba ryona. Abantu baingi nibeteekateekyera wiikendi erikugwa enjura.
11067,"After months of planning and market research, the management team decided it was time to expand their operations. They identified a promising location that would allow them to reach more customers.","Oluvannyuma lw'emyezi egy'okuteekateeka n'okunoonyereza ku katale, abakulembeze baasalawo nti kye kiseera okugaziya emirimu gyabwe. Baazuula ekifo ekirungi ekyandibasobozesezza okutuuka ku bakasitoma bangi.","Ingee dwe mapol me yube ki kwed I kom biacara, ludito tic gumoko ni kare dong oromo me medo ticgi. Gunongo kabedo maber ma obi weko gi oo bot luwil mapol.","Akaulo naka ilapio lu aitemonokin ka aingic esokoni, apotu lu eyaitene koseutu ebe erai apak na aitanyanyar aswamukec. Apotu kesi kodumutu aiboisit naejok naepedori kesi adolokin agwelak luipu.","Mba otuza ma vutia azini e'yo vuti ondaza cuu ma dria 'diyi ma vutia, amuti driceza ni 'diyi 'du e'yo kini sa'wa ca 'di azi yini 'diyi ma ongmbo otuzu ra. Eyi esu angu azi onyiru eyini ani ecozu cazu aje'ba eyivu ra ni i.","Bwanyima y'emyezi y'okuteekateekyera n'okucondooza akatare, abarikukurira tiimu bakasharamu ngu n'obwire bw'okushanjuura emirimo yaabo. Bakasherura omwanya ogurikubaasisa kuhikwaho abaguzi baingi."
11068,"In an effort to grow their brand and reach a wider audience, the entrepreneurs launched a new marketing campaign. To make their vision a reality, they asked people to support their business.","Mu kaweefube w'okukulaakulanya erinnya lyabwe n'okutuuka ku bantu abangi, abasuubuzi baatongoza kaweefube w'okutunda omupya. Okusobola okutuukiriza ekirooto kyabwe, baasaba abantu okuwagira bizinensi yaabwe.","I tute matek me dongo nying gi ki oo bot lwak mapol, lutim biacara ne gucako yub me cato wil manyen. Me cobo miti gi, gulego dano me cwako biacara gi.","Kanu aitopolor ekirorikec ka adolonokin itunga luipu, apotu agwelanarak kitegeasi ikampein luitetiak luka agwelanar. Kanu aitodolikin aomisioitikec, apotu kesi ilipata itunga aigang ebiasarakec.","Okpo 'bani 'ba tujari 'yepi 'diyi 'bazu yi ma esele zozu azini cazu 'ba karakara yi vu, eyi e'do otita o'diru e'yo cuu ndazu 'diyi ma dria. E'yo yini 'diyi 'yezu, eyi ai 'ba eyi atita fezu tujari eyivile 'diyini.","Omu kaweefube w'okutunguura ekika kyabo n'okuhika aha bantu baingi, abashuubuzi batandikireho ehururu nsya y'okuguza ebintu. Okuhikiiriza ekirooto kyabo, bakashaba abantu okubashagika omu bizinesi yaabo."
11069,"After reviewing the complaints from our customers, the board convened to discuss potential solutions. In light of the feedback received, the organization intends to refund the money.","Oluvannyuma lw'okwekenneenya okwemulugunya okuva mu bakasitoma baffe, akakiiko kaatuula okukubaganya ebirowoozo ku ngeri y'okukikolamu. Okusinziira ku kuddibwamu okwafunibwa, ekitongole kigenderera okubaddiza ssente.","Ingee ngiyo koko pa luwil wa, dul madoro dul ne gubedo ka lok me neno yoo me tyeko peko eni. Ma lubbe ki lagam ma gunongo, dul ne tye ki miti me dwoko cen cente ne.","Akaulo naka airereor angurian kanejaas ikasitomas, apotu lukapolok iriamunos kanu aitemitem iwaitin lu epedorio aitemokin ngun. Katupitos nuaponi kolimokinai, ekapakina atukot ngin ainyakar ikapun ngun.","E'yo 'ba ama vile aje'ba 'diyi ni onuzu 'diyi ma ale andrizu 'bori ma vutia, drice'ba amuti 'da ni 'diyi tra eyi agbatara gbazu e'yo eyi ma aza kozu. E'yo 'bani ega 'diyi ma e'yo si, amuti 'da le robia 'da ogo vile.","Bwanyima y'okushwijuma okwetomboitwa okurikuruga omu bakasitoma baitu, akakiiko kakashutama kuhanuura aha bintu ebirikubaasa kukorwa. Kurugirira aha kugarukwamu okutungirwe,ekitongore nikigyenderera kugarurayo sente."
11070,"Due to the violation of our terms and conditions, we must enforce strict policies regarding financial transactions. As a result, there will be no refunds for the illegal transactions.","Olw'okutyoboola amateeka n'obukwakkulizo bwaffe, tulina okussa mu nkola amateeka amakakali agakwata ku nkolagana y'ensimbi. N'ekivuddemu, tewajja kubaawo kuddizibwa ssente z'ebintu ebikoleddwa mu bumenyi bw'amateeka.","Pi bal me turu cik, omyero waket cik matek tutwal I tic malube ki lok me lim. Macalo adwogi ne, pe kibidwoko cene pi jami ma kitimo iwi alii.","Kanuka aibil ikisila ka ainapeta wok, ekot oni aitwasam ainapeta nuikamunitos ikapun. Kanuka ngun, mam eponio ainyakar ikapun lu itwasamao koipone kalo mam ebeitor.","E'yo 'bani azita amani 'diyi nyozu ri ma e'yosi, le ama ma 'ba azita okporu 'diyi e'yo robia ayuza ni 'diyi ma dria. E'yo 'disi, 'ba ngani mu robia ofe 'ba tujari 'yepi azita palaa ku 'diyi dri ku.","Ahabw'okuhenda ebiragiro n'obukwakurizo bwaitu, twine kutaho ebiragiro by'amaani ebirikukwata ahaby'empiiha. N'ekyarugiremu, tihaine orikwija kugarurirwa sente zaabo abarikukora emirimo etari mu mateeka."
11072,"After months of preparation and community engagement, the transition team has finalized their plans. With a clear vision and strong support, the new leaders are ready to serve.","Oluvannyuma lw'emyezi egy'okwetegekera n'okukunga abantu, ttiimu y'enkyukakyuka emalirizza enteekateeka zaayo. Nga balina ekiruubirirwa ekitangaavu n'obuwagizi obw'amaanyi, abakulembeze abapya beetegefu okuweereza.","Ingee dwe mapol me yubbe kacel ki miyo kony ki lwak, dul ma doro lok pa gamente dong gutyeko yubu yubgi. Ki neno maber ki kony matek, lutela manyen ne tye atera me tic.","Akaulo naka ilapio lu aitemonokin ka aiswamanar itunga, adau etimu lo aijulakin ainapeta kec. Keda aomisioit na ecai ka agangat na egogong, ekapakina engarenok luitetiak aijanakin.","Mba otuza ni azini o'bi yi ma eselea 'diyi ma vutia, amuti e'yo ojata ni 'diyi ma alia 'diyi de otita yini 'diyi 'bo. Egata kililiru be azini atita okporu be, drice'ba o'diru 'diyi ngonde azi ngazu.","Bwanyima y'ameezi mingi y'okweteekateekyera hamwe n'okwetabamu kw'abantu, tiimu y'abahindukiire omu by'obutegyeki eherize kukora enteekateeka zaayo. Abeebembezi abasya, ahabw'okugira enteekateeka nungi hamwe n'obuhwezi bw'amaani, beteekateekire kuheereza."
