id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
4188,"Residents were startled by a loud commotion coming from the park. As they gathered to investigate, they quickly realized something unusual was unfolding.","Abatuuze baatidde olw'eddoboozi ery'omwanguka okuva mu ppaaka. Nga bakungaana okunoonyereza, baakiraba mangu nti waliwo ekintu ekitali kya bulijjo ekyali kigenda mu maaso.","Lwak gubedo ki lworo madit tutwal I kom woo ma obedo kabino ki I park. Ikare ma gucokke me timo kwed, gunongo ni gin mo ma pat tye ka time.","Apotu itunga lukatutubet okuriaka noi naelomunit kotoma aiboisit naidarere itiang. Neautar kesi atukokin kanu aingic, apotu kesi kojenutu atipet ebe ejai ibore yenitegelikina iswamasi.","O'duko okporu efupi engazu pari anyapa asea 'diyi ma ta mbazuri gba 'ba aa'pi angu 'da ma alea 'diyi urisi. Yi oku yi ti e'yo vuti ondazu, yi ega mbeleru e'yo azi 'bani nile ku ni i 'yeria.","Abatuuragye bakatiina orwari rw'amaani kuruga omu paaka. Kubarikuteeranira hamwe okucondooza, bakareeba ngu hariho ekintu kitari kya buriijo ekyabaire nikigyenda omu maisho."
4189,"Despite the rising number of COVID-19 cases in their area, the group felt a strong desire to maintain their social connections. They believed that their need for companionship outweighed the risks associated with the pandemic.","Newankubadde omuwendo gw'abalwadde ba ssenyiga omukambwe gweyongedde mu kitundu kyabwe, ekibinja kyawulira okwagala okw'amaanyi okukuuma enkolagana yabwe n'abantu. Baalowooza nti obwetaavu bwabwe obw'okukolagana n'abalala bwali businga akabi akali mu ssenyiga omukambwe.","Kadi bed ni wel dano matye ki two korona tye ka medde i kabedogi, gurup ne gubedo ki miti matek me bedo kacel ki dano. Gin onongo gitye ki niyee ni miti gi me bedo ki lurem obedo tek loyo peko ma two korona okelo.","Karaida iyata enaaba loka itunga luejaasi keda adeka naka COVID-19 kotoma aiboisit kec, apotu egurupu opupoto eipuda loepol noi loka aimorikikin keda itunga. Iyuunitos kesi ebe ejai eipud loka aimorikikina adepar atiokisio nu ejaas keda adeka naka ekorona.","Kalafe 'ba azo COVID-19 niri be angu eyivile 'diyi ma alea ri ma omgbo ni tuzu ra ti, amuti 'da ma ava okporu aa'zu eyi ma eselea. Yi a'i ra kini e'yo yini lezu yi ma eselea 'diyi aga e'yo ewaru azo 'dezaniri be 'diyi ra.","Oihireho okweyongyera kw'omuhendo gw'abarwaire ba COVID-19 omukyanga kyabo, guruupu ekahurira ekyetengo ky'amaani eky'okuguma nibakwatanisa. Bakaba nibaikiriza ngu ekyetengo kyabo ky'okukwatanisa kikasinga oburemeezi oburikureetwa endwara ruranda nsi."
4190,"In a small town where gatherings were strictly prohibited, a group of friends decided to organize a football match to lift their spirits. Despite the risks, they couldn't resist the urge to play and enjoy the game together.","Mu kabuga akatono nga enkungaana zaali ziwereddwa nnyo, ekibinja ky'emikwano kyasalawo okutegeka omuzannyo gw'omupiira okusobola okubazzaamu amaanyi. Newankubadde waaliwo akabi, tebaasobola kuziyiza kwegomba kuzannya n'okunyumirwa omuzannyo nga bali bombi.","I taun mo matidi kama ki juku iye gure pa dano, lurem mogo gumoko tamgi me yubu tuku odilo me jingo cwinygi. Kadi bed ni peko ne obedo tye, pe gubedo ki miti me tuko ki nongo mit pa tuku ne kacel.","Ko otaun lodidi lo mam ecamakitai atukonokin, apotu ipaperokec kitemokisi aitemokin abolia naka emopira kanu aikeun iponesiokec. Karaida ejaas atiokisio, mam kesi apedorete aitikitik eipud loka abolia ka alelakin abolia nepepe.","Tawuni werea 'bani okuta ogazu okporu 'diyi ma alia, ongulumu agyipi yini 'diyi asi e'yo 'du mupira tuza otuzu yi ma ava engazu. E'yo ewaru 'diyi ma talasi, eyi awini ava avita avizu azini ayiko esuzu tualu ri oga ku.","Omu kabuga kakye ahu enteerane zaabaire zitarikwikirizibwa, guruupu y'abanywani ekasharamu kutebekanisa omuzaano gw'omupiira gw'ebigyere okubagaruramu amaani. Oihireho akabi, tibarabaasize kwangira ekyetengo ky'okuzaana hamwe n'okushemererwa omu muzaano."
4191,"In a moment of desperation, the young man felt cornered and overwhelmed by fear. He glanced at the officer, his heart racing as he contemplated a reckless decision.","Mu kaseera k'okuggwaamu essuubi, omuvubuka yawulira ng'asibiddwa mu nsonda era ng'atidde nnyo. Yatunula ku musirikale ng'omutima gwe gukulukuta ng'alowooza ku kusalawo okw'obulagajjavu.","I kare ma cwinye otur tutwal, awobi ne owinyo ni lworo omake matek adada. En oryeyo wange I kom abili, cwinye obedo ka goyo matek tutwal I kare ma obedo ka tam I kom moko tam ma pe opore.","Kotoma apak naka amamus aiyalongong, abu etunganan ngol kowomit ebe ejai akurianu. Abu ngesi kosesen epolisit, kotoma aomisioitike nuikamunitos aomisioitike.","Sawa e'yo ewaru ma alia, agupi ode 'da etumu e'yere azini orisi saaru. Eri ndre azi'ba 'da ma mile ra, eri ma asi ri co erini e'yo egazu e'yo 'duzu okpo kokoru ri ma dria.","Omu bwire bw'okwerarikirira, omutsigazi akahurira ashemereirwe kandi atiinire munonga. Akareeba ofiisa, omutima gwe gukaba niguteera nk'oku arikuteekateeka okukora encwamu y'obutafayo."
4192,"Tensions escalated as protesters clashed with law enforcement, and the atmosphere grew increasingly volatile. In an attempt to regain control, the authorities made a controversial decision.","Obunkenke bweyongera nga abekalakaasi balwanagana n'abakuumaddembe era embeera yeeyongera okutabuka. Mu kaweefube w'okuddamu okufuna obuyinza, ab'obuyinza baakola okusalawo okw'okusika omuguwa.","Lworo omedde ikare ma lujemo gubedo ka lweny ki lutic cik, ma man okelo lworo madit tutwal. I tute gi me nongo twero, lutela gumoko tam ma kelo apoka-poka.","Apotu ingungeta kiyatakinos naarai apotu ediyak ogiroto keda ipolisin, ido abu ejautene koraun loetiono noi. Kotoma aitam ainyakakin apedorosio, apotu apedorosio kiswamata aseunet naetiono noi.","E'yo ngiringiri ni 'diyi ma omgbo tu 'ba ngiringiri 'yepi 'diyi ni e'yo 'yezu 'ba azita ma ta mbapi 'diyi pie, dika e'yo 'da eca ewaru. O'bita okpo esuzuri ma alia, drice'ba 'diyi 'du e'yo 'duza e'yo onzi 'yepi 'diyi ma dria.","Obunkenke bukongyera ahabw'abeshaaringi kurwanagana n'abarikukwatisa ebiragiro, n'embeera yeyongyera kuba ey'akabi. Omu kugyezaho kugaruraho obutegyeki, ab'obushoborozi bakacwamu omu muringo ogutahikire."
4193,"After assessing his condition, the doctors determined that he required specialized care. They quickly arranged for his transfer to another hospital equipped to handle his needs.","Oluvannyuma lw'okukebera embeera ye, abasawo baakizuula nti yeetaaga obujjanjabi obw'enjawulo. Baakola mangu enteekateeka okumutwala mu ddwaliro eddala eririna byonna ebyetaagisa okukola ku byetaago bye.","Inge ngiyo kit ma en tye kwede, ludaktari gumoko ni en mito kony pa ludaktari ma ludiro. Cutcut guyube me kobo I ot yat mukene matye ki jami weng ma mite me tic I kome.","Akaulo naka airereor ejautene ke, apotu imurok kotemasi ebe ekot ngesi amukian na itegelikina. Apotu kesi itemonokinos katipet aijulanar ngesi adekis ace naedolit kanu aitemokin ipudesiake.","Dakitari eyi ma vuti ondazu 'bori ma vutia, eyi esu kini eri le aro wura ndusi 'diyi. Eyi otu e'yo mbeleru eri ojazu arojo nduni ma alea eyini ani ecozu e'yo erini le 'diyi ma aza kozu ra.","Bwanyima y'okushwijuma embeera ye, abashaho bakasharamu ngu akaba nayetenga obujanjabi bw'omutaano. Bakatereeza ahonaaho okutwarwa omwirwariro erindi eririkwetengwa kukora ahabyetaago bye."
4194,"After gathering all the evidence and interviewing several witnesses, the team realized they needed to dig deeper into the case. With new leads emerging, they decided to pursue every possible angle.","Oluvannyuma lw'okukung'aanya obujulizi bwonna n'okubuuza abajulizi abawerako, ttiimu yakizuula nti beetaaga okusima ennyo mu musango. Olw'obulagirizi obupya obwali bufuluma, baasalawo okukola buli kimu ekisoboka.","Inge coko caden weng ki penyo lucaden mapol, dul ne oniang ni omyero gumed kwedgi matut I kom lok ne. Kit ma lutela manyen gubino kwede, gumoko tam gi me timo jami weng ma twere.","Akaulo naka atukun aitogogongoret kere ka aingitingit ajenak luipu, apotu itimun kojenutu ebe ibusakinit kesi aingic akiro nuikamunitos emusago ngol. Keda apolor naka itunga luitetiak, apotu kesi koseutu aitolot akiro kere nuepedorete kesi aswam.","E'yo eceza dria trazu 'bori ma vutia azini 'ba sadiniru 'diyi ozizu 'bori ma vutia, amuti 'da esu ra kini le yi ma oga e'yo nde ma alia drile. E'yo driceza o'diru ni efuzu 'boria, eyi ai e'yo dria ecopi ra 'diyi 'yezu.","Bwanyima y'okurundaana obujurizi bwona n'okubuuza abajurizi baingi, tiimu eketegyereza ngu eshemereire kushwijuma omushango. Ahabw'okureebeka ngu abantu abasya nibarugaho, bakasharamu kukora buri kimwe ekirikubaasika."
4195,"In light of the recent events, the community leaders gathered the young people to discuss the situation. They emphasized the importance of handling the circumstances with maturity and poise.","Okusinziira ku bibaddewo gyebuvuddeko, abakulembeze b'ekitundu baakuŋŋaanyizza abavubuka okukubaganya ebirowoozo ku mbeera. Baakkaatiriza obukulu bw'okukwata embeera n'obuvumu n'obutebenkevu.","Ma lubbe ki jami ma otimme cokcok-ki, lutela me kabedo gu coko bulu me nywako lok I kom ngo matye katimme. Guwaco ni pire tek tutwal me tic i kom peko eni ki ryeko.","Katupitos nuapotu kotakanutu pac, apotu engarenok lu atutubet kitukokinos atumunak kanu aitemitem ejautene. Apotu kesi kitogogongoto ajokis naka aitikitik ejautene ngol kopone kaloajokan.","E'yo i 'yepi o'diru 'diyisi, drice'ba ongulumu eyini 'diyi tra 'ba ode eyi agbatara gbazu e'yo 'da ma dria. Eyi fe okpo orodri 'bani e'yo 'da eyi ma aza kozu okporu azini asi driasi ri ma dria.","Ahabw'ebyabaireho obwahati, abeebembezi b'ekyanga bakakorana n'eminyeeto kuhanuura aha nshonga egyo. Bakashoboorora omugasho gw'okukora aha nshonga n'obwegyendesereza n'obwegyendesereza."
4196,"In an effort to maintain order during the upcoming protests, local authorities have issued a stern warning to all participants. They emphasized the importance of following the rules set forth for the event.","Mu kaweefube w'okukuuma obutebenkevu mu kwekalakaasa okubindabinda, ab'obuyinza bafulumizza okulabula okw'amaanyi eri abo bonna abakwenyigiramu. Baakakasizza obukulu bw'okugoberera amateeka agaateekebwawo ku mukolo.","I tute me gwoko ber bedo ikare me jemo matye kabino ni, lutela me tedero guciko dano weng matye ka jemo. Guwaco ni pire tek me lubu cik ma kiketo pi yub eni.","Kotoma aswam na aidar ainapakina kotoma aidiya na ebunit, apotu apedorosio kicorakisi itunga kere. Apotu kesi kitogogongoto ajokis na atupakin ikisila lu itolomunitai kanuka epucit.","Okpo 'bazu kililiru sawa ngiringiri emupi 'diyi ma alia, drice'ba angu ndundu eyi ma alea 'diyi fe bile ndu liza okporu 'ba dria ngiringiri 'yepi 'diyi dri. Eyi fe okpo orodri 'bani azita 'bani o'bale omu 'da ni 'diyi ma vuti obizu ri ma dria.","Omu kaweefube w'okurinda obusingye omu kwesharinga okurikwija, ab'obushoborozi b'ebyaro bahaireyo okurabura kw'amaani ahari boona abeejumbiremu. Bakashoboorora omugasho gw'okukuratira ebiragiro ebyateirweho aha mukoro."
4197,"The group had been exploring the abandoned building when a sudden collapse occurred. In the chaos that followed, one of the members died after the incident.","Ekibinja kyali kyekenneenya ekizimbe ekyasuuliddwa amangu ago ne kigwa. Mu kavuyo akaaddirira, omu ku bammemba yafudde oluvannyuma lw'ebyo ebyali bibaddewo.","Dul ne onongo gitye ka ngiyo ot ma kiweko ni I kare ma opoto atura. I kuku kuku ma olubu enoni, lamemba acel otoo inge peko eni.","Auta egurupu airereor aduketait na aponi kojalakinai ne abu aibiror. Kotoma amumu nabu kotup, abu ediopet kotunga kotwana akaulo naka akangas kangin.","Ongulumu 'da ri de angu jo 'bani adile 'da ma alea ri ma ale andri eyini e'yo ewaru 'yezu 'bori ma vutia. Ngiringiri emupi 'da ma alea, memba alu dra e'yo 'da ma vutia.","Guruupu ekaba eriyo neecondooza ekyombeko ekyabaire kirekirweho obu kyagwire. Omu butabanguko obwakuratsireho, omwe ahabanyakibiina akafa bwanyima y'ekyabaireho."
