id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
584,"As the pandemic continues to disrupt daily life, many educational institutions are facing prolonged closures. This situation raises concerns about the long-term impact on students' academic engagement and retention.","Ng'ekirwadde bbunansi kyeyongera okutaataaganya obulamu obwa bulijjo, amatendekero g'ebyenjigiriza mangi gaggalawo okumala ebbanga eddene. Embeera eno ereetawo okweraliikirira ku bikwata ku biseera by'abayizi eby'omu maaso.","Kit ma two korona tye ka balo kwo pa dano, gangi kwan mapol kilorogi woko pi kare malac. Lok man kelo lworo I kom adwoki me kare malac I kom kwan pa lutino kwan.","Kwape inyikokinit adeka aitolitol aijar naka nginiparan, ejaasi isomeroi luipu keda agolokinio na apak naepol noi. Eyangauni ejautene lo aiyalongong kanuikamunitos epone loepedoriata esisiak alomar toma aisisia kec.","E'yo azo 'dezaniri ni mu drile e'yo 'ba eyini aa'zu o'du driasi 'diyi ezazu risi, angu onita ni karakara eyi opizaru sa'wa ezu. E'yo 'di ni asi otiza eji e'yo sukulu anzi eyini aa'zu sukulu'a sa'wa ezu ri ma dria.","Oburwaire burikugumizamu kutabangura entuura y'abantu, amatendekyero maingi nigakingwa kumara obwire buraingwa. Embeera egi nereetaho okwerarikirira aha bikwatiraine n'obwire bureingwa oburikukwata aha kwega kw'abeegi n'okugaruka kwega."
585,"As the number of confirmed cases continues to rise, health officials are urging caution during community events. They emphasize the importance of maintaining social distance to mitigate potential risks.","Ng'omuwendo gw'abalwadde abakakasiddwa gweyongera okulinnya, abakungu b'ebyobulamu bakubiriza okwegendereza mu biseera by'emikolo gy'ekitundu. Bakkaatiriza obukulu bw'okwewa amabanga okusobola okukendeeza ku bulabe obuyinza okubaawo.","Kit ma wel dano matye ki two tye ka medde ameda, lutic me yot kom tye ka cuku cwiny dano me gwoke ikare me yub mapatpat. Gicuko cwiny dano me bedo mabor ki luwotgi pi gengo peko ma twero bedo tye.","Kwape iyata enaaba loka adekak, isinyikokitos eswamak luka angaleu itunga acoikina kapak naka ipucito luka atutubet. Apotu kesi kitogogongoto ajokis naka alaikina kanu aitidisiar atiokisio.","Kalafe 'ba 'bani esu azo be 'diyi ni tutu, azi'ba arojo ni 'diyi a'i 'ba eyi aa'zu milesi sa'wa 'yeta ongulumu eyini 'diyisi. Eyi fe okpo orodri 'bani aa'zu angu eseleasi e'yo ewaru ecopi i 'yepi ra 'diyi ma omgbo esizu.","Omuhendo gw'abarwaire oguhamiibwe nigugumizamu nigweyongyera, abakuru omu by'amagara nibashaba abantu kwegyendesereza aha mikoro y'abantu. Bakashoboorora omugasho gw'okuguma hare n'abandi, okubaasa kukyendeeza akabi akarikubaasa kubaho."
586,"In an effort to boost local industries and reduce dependency on foreign goods, the Ugandan government announced new trade regulations. As part of these measures, officials decided to restrict certain imports to protect domestic manufacturers.","Mu kaweefube w'okutumbula amakolero ga wano n'okukendeeza ku kwesigama ku byamaguzi by'ebweru, gavumenti ya Uganda yalangiridde amateeka amapya ku by'obusuubuzi. Ng'ekimu ku bikolwa bino, abakungu baasalawo okukugira ebintu ebimu ebiyingizibwa mu ggwanga okusobola okukuuma abakola ebintu mu ggwanga.","I tute matek me tyelo kor tic mapat-pat me lobo Uganda ki dwoko piny rwom me wilo jami ki ilobo ma woko, gamente okatti ki cik manyen me doro lok me cato wil. Macalo yoo acel me timo man, lutic gumoko tamgi me juku jami mogo ma aa ki lobo mawoko me gwoko jami ma aa ki lobo mawoko.","Kanu aitogogong icuman luka akwapuwok ka aitidisiar agogong naka agwel iboro luka akwapin nukokinga, abu apugan nako Uganda kolimo ikisila luitetiak luka agwelanar. Kwape ediopet koboro kalu, apotu eswamak itutuboto aitikitik iboro ice lueyangaununete akwapin ace kanu ayuarite iboro luitolomete iboro.","Okpo 'bazu okalamvu kari 'di ma alea ogogo 'diyi ma omgbo otuzu azini asi'baza afa ozizaru engazu kari amve 'diyi ma dria ri esizu, gamete Uganda niri azi azita o'diru tujari ma dria 'diyi. E'yo 'diyi ma azi ru, azi'ba 'diyi asi e'yo 'du e'yo 'bani afa ofule engazu kari amve 'diyi ma alea 'diyi atrizu 'ba afa edepi kari 'di ma alea ogogo 'diyi ma tambazu.","Omu kaweefube w'okutunguura amakorero g'omwihanga n'okutuubya aha by'okuguza ebintu kuruga aheeru, gavumenti ya Uganda ekarangirira ebiragiro bisya ebirikukwata aha by'obushuubuzi. Nk'emwe aha nkora egi, abakuru bakasharamu kuremesa ebintu ebimwe ebirikuruga aheeru y'eihanga, kugira ngu babaase kurinda abarikukora ebintu omwihanga."
587,"In a world filled with deception and uncertainty, many find themselves trapped by their own lies. Embracing honesty, no matter how difficult, can lead to liberation and clarity.","Mu nsi ejjudde obulimba n'obutali bukakafu, bangi beesanga nga bakwatiddwa obulimba bwabwe. Okukkiriza obwesimbu, ne bwe kiba kizibu kitya, kisobola okuleetawo eddembe n'obwerufu.","I lobo ma opong ki bwola ki peko, dano mapol nongo ni lok goba gi aye omakogi. Jolo lok ada, kadi bed tek tutwal, twero kelo bedo agonya ki niang maber.","Kotoma akwap na eleleba keda aisab keda amamus acamanar, itunga luipu etereikina keda aisab kec bon. Aingarakin nuka abeit, araida etiono, epedori ayangaun ailajara keda amisiikin.","Wudrikuru 'di ma alea e'yo enzoru azini e'yo onzi 'diyi pie tre, 'ba karakara eyi eyi esu eyi ma ngulupi ma enzo eyi ma dria ci. E'yo ada a'izu, tro ovuzu ewaru ti, eco fe driwala azini e'yo nzezu kililiru.","Omu nsi eijwire oburyarya n'obutegyendesereza, baingi nibeshanga bakwasirwe ebishuba byabo. Okukoresa amazima, n'obu kyaba kigumire kita, nikibaasa kureeta okushemererwa n'okwetegyereza gye."
588,"Criminal behavior is a complex issue that often stems from various social, economic, and psychological factors. Understanding the motivations behind such actions is crucial for addressing the root causes of crime.","Ebikolwa by'obumenyi bw'amateeka kizibu ekiva ku mbeera z'abantu ez'enjawulo, eby'enfuna n'endowooza. Okutegeera ebiviirako ebikolwa ng'ebyo kya mugaso nnyo mu kukola ku nsibuko y'obuzzi bw'emisango.","Tim me timo bal obedo peko matek tutwal ma pol kare aa ki I kom jami mapol ma kwako kwo pa dano, lim ki tam pa dano. Niang tyen lok ma oweko kit tim enoni obedo gin ma pire tek tutwal me lweny i kom jami ma kelo bal.","Aswamisio nuarokok erai ationis na etiono noi na elomunit kanejaas itunga, ikapun keda aomisio. Amisiikin iboro lu isinyikokinitos itunga aswam ngun erai ibore yenepol noi kanu aitemokin iboro lu eyangaununei abilibilio naka ikisila.","Adriza e'yo onzi 'yezu ri eri e'yo azi kongolokoru ni engapi e'yo o'bi eyini aa'zu 'diyi ma alea, e'yo robia ni 'diyi ma alea, azini e'yo eyi ma egata ni 'diyi ma alea. E'yo asisile e'yo 'dile 'diyi ma dria 'diyi ma vata eri orodriru e'yo e'yo onzi 'yepi 'diyi ma aza kozu.","Eby'obukozi bw'ebibi n'eshonga y'amaani erikukira kurugirira aha bintu bitari bimwe na bimwe nk'embeera y'abantu, eby'entaasya hamwe n'ebiteekateeko byabo. Okwetegyereza ebirikureeta ebikorwa nk'ebyo n'eky'omugasho omu kurwanisa ebirikureetaho obukozi bw'ebibi."
589,"In today's world, where health disparities persist, it is crucial to prioritize transparency in healthcare. Ensuring that individuals can easily obtain medical information empowers them to make informed decisions about their health.","Mu nsi ya leero, obutali bwenkanya mu byobulamu gye bukyali, kikulu nnyo okukulembeza obwerufu mu byobulamu. Okukakasa nti abantu bafuna mangu amawulire agakwata ku byobulamu kibasobozesa okusalawo obulungi ku bikwata ku bulamu bwabwe.","I lobo me kare-ni, kama apoka-poka me yot-kom pud tye, pire tek tutwal me neno ni dano weng tye ki ada I lok me yot-kom. Neno ni dano acel-acel twero nongo ngec ma lubbe ki yotkom weko gi moko tam maber i kom yotkom gi.","Kotoma akwap na ilolo, ne ejai atiakatiaka kotoma amukian, ejokuna noi aisingarenit nuka aica kotoma amukian. Aanyun ebe epatanikit itunga adumunun akiro nuka amukian einakini kesi apedor aitolomun aseununeta nuikamunitos angaleukec.","Wudrikuru andruri ma alia, e'yo esele coza e'yo rua alanisi 'diyiniri ni nga kiri ovuzu ci, eri orodriru e'yo ada 'diyi 'bazu okporu e'yo rua alanisi 'diyi ma alia. E'yo 'ba eyi ma ngulupi eyini ecozu o'dukoti arojo ni 'diyi esuzu ewakokoru ri ni fe eyini okpo e'yo eyi 'duzu kililiru eyi ma rua ala ma dria.","Omu nsi y'erizooba, ahu obutakwatanisa omu by'amagara bukiriho, n'eky'omugasho kwebembeza amazima omu by'amagara. Okureeba ngu abantu banguhi kutunga amakuru agarikukwata ahaby'amagara, nikibaha amaani g'okucwamu gye aha magara gaabo."
590,"In today's fast-paced world, maintaining our health can often feel overwhelming. Seeking guidance from professionals can help us navigate the complexities of wellness.","Mu nsi ya leero ejjudde eby'okukola, okukuuma obulamu bwaffe kiyinza okuwulikika ng'ekizibu ennyo. Okunoonya okulambikibwa okuva mu bakugu kisobola okutuyamba okutambula mu bizibu by'obulamu obulungi.","I kare man ma jami tye ka time oyot-oyot tutwal, gwoko yot komwa twero bedo tek tutwal. Nongo tira kibot ludiro twero konyo wa me kato ki I peko mapat-pat me yot-kom.","Kotoma akwap naka lolo naepatana aswam, epol noi aidar angaleu wok. Aingitun aicoreta kanejaas ipirioitin ingarakini oni aitodolikin atiokisio nuka angaleu.","Wudrikuru andruri ma alia, e'yo ama ma rua ma ta mbazuri eco sawa driasi e'da ewaru tu. Imbata esuzu engazu 'ba nita be angiri 'diyi vu ri eco ama aza ko e'yo ewaru rua ala ma dria 'diyi ma aza ko ra.","Omu nsi y'erizooba erimu amaani, okurinda amagara gaitu nikibaasa kureebeka nk'ekintu ky'amaani munonga. Okushaba obuhabuzi kuruga omu bakugu, nikibaasa kutuhwera kurabira omu buremeezi bw'amagara marungi."
591,"In a healthcare setting, ensuring the well-being of individuals is a top priority. To achieve this, medical officers play a crucial role in assessing and tracking the health status of their patients.","Mu kitongole ky'ebyobulamu, okufaayo ku mbeera y'abantu kinnoomu kye kintu ekikulu. Okutuukiriza kino, abasawo bakola omulimu omukulu mu kwekenneenya n'okulondoola embeera y'obulamu bw'abalwadde baabwe.","I tenge me yot kom, neno ni dano acel acel tye maber obedo gin ma pire tek tutwal. Me cobo man, lutic yoto kom timo tic mapire tek tutwal me neno ki lubu kit ma lutwo tye kwede.","Kowai kalo amukian, awanyun ebe ejai aijar najokan naka itunga erai ibore yenepol noi. Kanu aitodolikin ngun, iswamaete imurok aswam naepol noi kowai lo airereor ka aanyanar ejautene lo adekak kec.","Azakoma fele e'yo rua alanisi 'diyi ma alea, lezu 'ba eyi ma aa'ta muke ri ma aa e'yo okporu ndeni. E'yo 'di 'yezu, azi'ba arojo ni 'diyi azi okporu nga 'ba azoru 'diyi ma rua ala onezu.","Omu marwariro, okureeba ngu abantu boona baine amagara marungi, nikyo kintu kikuru munonga. Okuhikiiriza eki, abashaho nibakora omurimo gw'amaani omu kushwijuma n'okurondoora amagara g'abarwaire baabo."
592,"In the face of a rapidly spreading infectious outbreak, healthcare professionals must implement effective strategies to protect public health. One of the most critical measures is isolating individuals who are infected or at high risk of transmission.","Olw'okubalukawo kw'endwadde ezisiigibwa, abasawo balina okuteekawo enkola ennungi okukuuma obulamu bw'abantu. Ekimu ku bintu ebikulu ebirina okukolebwa kwe kwawula abantu abakwatibwa oba abali mu katyabaga k'okusiigibwa.","I kare me poto pa two ma kobo oyot-oyot tutwal, lutic yot-kom omyero gutii ki yoo maber me gwoko yot-kom pa lwak. Yo acel ma pire tek tutwal obedo poko dano matye ki two onyo ma twero nongo two.","Kojautene loka abwangun naka adekasinei nuikopasi atipet, ekot ipirioitin luka angaleu aitegear iwaitin lu iswamaete ejok kanu ayuarite angaleu naka itunga. Adiopet koboro luepolok noi ngesi aitiak itunga luejaasi keda adeka arai luejaasi keda ationis naepol noi naka awea.","E'yo azo 'ba eyi erepi 'diyi ma ereta ma e'yosi, le azi'ba arojo ni 'diyi ma 'ba geri kililiru 'diyi o'bi eyi ma rua ala ma tambazu. E'yo azi okporu tu 'bani eco 'ye ri 'ba azo be 'diyi ma esele cozu 'ba azo be 'diyi ma eselea ku.","Ahabw'okubarukaho kw'endwara ezirikuturira, abakugu omu by'amagara bashemereire kutaho oburyo burungi bw'okurinda amagara g'abantu. Kimwe aha bintu ebirikwetengwa munonga n'okushoroora abantu abakwasirwe akakooko nainga abari omu kabi kahango k'okukwatwa akakooko."
593,"Uganda's diverse landscape and rich cultural heritage attract a variety of visitors. As a result, different categories of people enter into Uganda.","Ebitonde bya Uganda eby'enjawulo n'ebyobuwangwa eby'enjawulo bisikiriza abagenyi ab'enjawulo. N'ekivuddemu, ebika by'abantu eby'enjawulo biyingira mu Uganda.","Lobo Uganda tye ki kabedo mapatpat ki tekwaro mamwonya tutwal ma kelo wele mapol. Macalo adwogi ne, dano ma padi padi donyo ilobo Uganda.","Aiboisio nuegelegela nuka Uganda keda inonosio luegelegela ingalaunete ipejok luegelegela. Kanuka ngun, elomunenete iponesio luegelegela luka itunga Uganda.","Angu ndundu kari Uganda niri ma alea 'diyi tualu e'yo suruni 'diyi pie 'diyi omu eyi eji angu ndundu eyi ma alea. E'yo 'disi, 'ba esele ndu ndu 'diyi efi kari Uganda niri ma alea.","Eby'obuhangwa bwa Uganda nibireeta abagyenyi baingi. N'ekyarugiremu, abantu b'emiringo etari emwe nibaija omu Uganda."
