id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
10066,"After implementing several strategic changes and improving operational efficiency, the organization was optimistic about its financial performance. As a result, stakeholders eagerly awaited the season's financial results.","Oluvannyuma lw'okussa mu nkola enkyukakyuka ez'enjawulo n'okutumbula enkola y'emirimu, ekitongole kyalina essuubi ku nkola yaakyo ey'ebyensimbi. N'ekyavaamu, abakwatibwako balindirira n'obwagazi ebyava mu byenfuna bya sizoni.","Inge keto aloka-loka mapol I tic ki medo rwom me tic, dul ne obedo ki gen I kom ticgi me lim. Macalo adwogi ne, joo ma timo tic ne gubedo kakuru adwoki me lim me kare ne.","Akaulo naka aitegear aijulanakineta nuipu ka aitojokar eswamae loajokan, ajaasi atukot ngin keda aomisio nuikamunitos eswamae loka ikapun. Kanuka ngun, apotu itunga idaritoto akiro nuka ikapun luka apak kangin.","E'yo ojata 'yezu 'bori ma vutia azini geri azi ngazu 'diyi ma omgbo otuzu 'bori ma vutia, amuti 'da ndra asi 'baza be e'yo robia ni 'diyi ma dria. E'yo 'disi, 'ba ambo ndundu eyi te e'yo robia esuzu ayi ti 'da ma alea 'diyi avasi.","Bwanyima y'okutaho empindahinduka nyingi n'okutunguura omutindo gw'emirimo, ekitongore kikaba kiine amatsiko aha nkora yaakyo y'esente. N'ekyarugiremu, abu kirikukwataho bategyereize n'ekihika ebyarugire omu by'empiiha omu siizoni egi."
10067,"After analyzing our recent product developments and customer feedback, it's clear that we have a strong value proposition. With our innovative features and competitive pricing, we should be able to compete very well in the market.","Oluvannyuma lw'okwekenneenya enkulaakulana y'ebyamaguzi byaffe gye buvuddeko n'ebiteeso bya bakasitoma, kyeyoleka bulungi nti tulina ekiteeso ky'omugaso eky'amaanyi. Olw'okuba tulina ebintu ebipya era nga n'emiwendo gyaffe si gya bbeeyi, tujja kusobola okuvuganya obulungi mu katale.","Ingee ngiyo kit ma jami wa tye ka time kwede ki tam pa luwil, nen atyer kamaleng ni watye ki miti matek tutwal. Ki jami manyen ma watye kwede ki wel ma beco, omyero wabed ki kero me pyem maber tutwal I cuk.","Akaulo naka airereonor iboro luitolomunitai ka aomisio nuka agwelak, ecai cut ebe ijaasi sio keda epone loajokan noi loka aitolomun iboro. Keda iboro luitetiak ka itiaisinei lu epatana, ibusakinit oni apedor abolobol kosokoni.","E'yo ama vile afa edele o'diru 'diyi ma ale andrizu azini egata aje'ba yini 'diyi ma dria 'bori ma vutia, eri e'da kililiru kini ama ma egata orodriruni okporu. Afa amani edele o'diru 'diyi pie tualu aje abala ni 'diyi pie, ama eco abala 'ye cuu ma alia kililiru ra.","Bwanyima y'okushwijuma entunguuka y'ebintu byaitu hamwe n'ebiteiso by'abaguzi, nikyoreka butunu ngu twine ekiteiso ky'omugasho ky'amaani. N'ebintu byaitu ebisya hamwe n'emihendo y'ahaiguru, tushemereire kuba nitubaasa kuhakahakana kurungi omu katare."
10068,"As we reminisce about our childhood, it's hard not to think about the experiences that shaped us. Looking back, I often find myself reflecting on the moments that made school truly special.","Bwe tulowooza ku buto bwaffe, kizibu obutalowooza ku bye twayitamu mu bulamu. Bwe ntunula emabega, ntera okwesanga nga nfumiitiriza ku biseera eby'enjawulo essomero bye lyanfuula.","Ka watye ka tamo I kom kare ma watino, tek tutwal pe me tamo I kom jami ma otimme I kwo wa. Ka atamo I kom jami ma okato angec, pol kare anongo atamo I kom jami ma oweko gang kwan obedo gin ma pire tek adada.","Kwape iwomomomo oni nuikamunitos apolowok, etiono mam aomoom nuikamunitos akiro nuapotu kiswamautu oni. Aomoom ngaren, etapit eong aomoom nuikamunitos apakio nuapotu ijaikisi esomero loitegelikina.","Aka e'yo ama vile mvaari ma e'yo ega, eri ewaru ama ma ega e'yo e'yo ama ni 'diyi ma dria ku. Mani angu ndrezu vile, ma ma esu sawa driasi ma e'yo ega e'yo fepi sukulu ni aa'zu wura ndusi 'diyi ma dria.","Ku turikwijuka eby'obuto bwaitu,nikigumire obutateekateeka ahabintu ebyatureeteire kukora gye. Ku ndikureeba enyima,ninkira kweshanga ninteekateeka aha bwire obwareteire eishomero kuba ery'omutaano."
10069,"As we reflect on your leadership journey, I'm curious to learn more about how you approach team dynamics. Can you share some insights into your management style?","Nga bwe tufumiitiriza ku lugendo lwo olw'obukulembeze, njagala okumanya ebisingawo ku ngeri gy'okwatamu enkola ya ttiimu.","Ka watye ka tam I kom wot me tela ni, atye ki miti me pwonyo jami mapol I kom kit ma I timo kwede tic pa dul.","Kwape sio aomoom nuikamunitos erot kon loka eingarenone, akoto eong ajenun nuipu nuikamunitos epone loiswamai jo keda etimu.","Amani e'yo egazu e'yo mi vile aci dricezaniri ma dria, ma ava be e'yo onizu drile geri mini e'yo amuti ni 'diyi 'yezu ri ma dria.","Ku turikuguma nituteekateeka aha rugyendo rwawe rw'obwebembezi, nyine ekihika ky'okwega ebirikukiraho aha muringo ogu orikukoresa amaani ga tiimu yaawe."
10070,"Building a strong team is essential for our success, so I've prioritized finding the right talent. To achieve this, I have invested a lot of energy and money to make sure that we have good employees.","Okuzimba ttiimu ey'amaanyi kya nkizo mu buwanguzi bwaffe, n'olw'ekyo nkulembezza okunoonya ebitone ebituufu. Okutuukiriza kino, ntaddemu amaanyi mangi ne ssente okukakasa nti tulina abakozi abalungi.","Gedo dul tuku matek obedo gin ma pire tek tutwal pi cobo miti wa, pi meno aketo yenyo dano matye ki talanta maber bedo gin ma pire tek. Me cobo man, aketo kero ki cente madwong me neno ni watye ki lutic mabeco.","Aiduk etimu loegogong erai ibore yenepol noi kanu akerianut wok, aso eyangarit eong noi adumun atalantan nuajokak. Kanu aitodolikin ngun, abu eong ibwaik agogongu keda ikapun luipu kanu awanyun ebe ijaasi sio keda eswamak luajokak.","Amuti okporu sizu ri eri orodriru drile suza amavileri ni, ka'dini ma 'ba e'yo okporu 'ba talanta kililiru 'diyi esuzu ri ma dria. E'yo 'di 'yezu, a'ba okpo angiri tualu sende be nezu ra kini ama vu azi'ba muke 'diyi ci.","Okwombeka tiimu y'amaani n'eky'omugasho aha businguzi bwaitu, n'ahabw'ekyo ntandikire kuronda etaraanta nungi. Okuhikiiriza eki, ntairemu amaani n'esente nyingi okureeba ngu twine abakozi barungi."
10071,"As the competition approaches, I start organizing my plans for the event. I know that having the right support is crucial for our success.","Ng'empaka zisemberera, ntandika okutegeka enteekateeka zange ez'omukolo. Nkimanyi nti okubeera n'obuyambi obutuufu kikulu nnyo eri obuwanguzi bwaffe.","I kare ma pyem ne cok, acako yube pi yub ne. Angeo ni bedo ki kony matir pire tek tutwal pi cobo miti wa.","Neyapiete abolobol, ageu eong aitemonokin ainapeta nuka epucit. Ajeni eong ebe ajaut keda agangat najokan ejok kanu akerianut wok.","A'bala 'da ni ecazu ogogo risi, ma e'do otuta mavile 'diyi otu omu 'da ni. Anii kini ovuzu atita kililiru be ri be ri eri orodriru ama drile suza ni.","Empaka ku zirikuhika haihi,ntandika kutebeekanisa enteekateeka zangye z'omukoro. Nimanya ngu okugira obuhwezi obuhikire n'eky'omugasho aha businguzi bwaitu."
10072,"To achieve our goals effectively, it's crucial that we collaborate and support one another. Teamwork will enhance our productivity and foster a positive work environment.","Okusobola okutuukiriza ebiruubirirwa byaffe obulungi, kikulu nnyo okukolera awamu n'okuwagiragana. Okukolera awamu kijja kutumbula ebikolebwa byaffe n'embeera y'emirimu ennungi.","Me cobo miti wa maber, pire tek tutwal ni watii kacelo dok wakonyre. Tic kacelo obi medo rwom me tic wa ki bene kelo ber bedo ikin lutic.","Kanu aitodolikin alosikinetekosi ejok, ibusakinit oni aiswamanar ka aigangakin yenice. Aswam nepepe itojokari aswam wok ido ijaikini oni aswam ejok.","Asisile amavile 'diyi esuzu kililiru, eri orodriru amani ti ecizu azini ama atizu ama eselea. Azi ngazu tualu ri ni nga azi ngaza amavile ri ma omgbo otu dika eri nga angu azi ngazu muke ri ma omgbo otu.","Okuhikiiriza kurungi ebigyendererwa byaitu, n'eky'omugasho kukwatanisa n'okuhagana. Okukorera hamwe nikiija kutunguura emikorere yaitu kandi kireeteho embeera nungi y'okukoreramu."
10073,"Staying healthy has always been a priority for me, so I make it a point to incorporate physical activity into my daily routine. Whether it's hitting the gym or going for a run, I believe that consistency is key to maintaining my fitness.","Okusigala nga ndi mulamu bulungi kye kintu kye nkulembeza mu bulamu bwange, n'olw'ekyo nfuba okukola dduyiro buli lunaku. Ka kibeere kugenda mu jjiimu oba ku misinde, nzikiriza nti obutagwa butaka kye kisumuluzo ky'okusigala nga ndi mulamu bulungi.","Bedo ma komwa yot obedo gin ma pire tek tutwal ki bota, pi meno amoko tamma me timo jami mapat-pat me kom nino ducu. Kadi bed ni atye ka ngwec I ot yat onyo I ngwec, atye ki niyee ni bedo ka ngwec kare ki kare obedo gin ma pire tek me gwoko yotkom mega.","Ajaut keda angaleu arai duc ibore yenepol noi kaneejai eong, aso aswam eong iboro luiswamaete eong kanginipaaran. Arai ejai eong toma aiboisit naejok arai bo alosit akerit, eyuunit eong ebe ainapakina nes elacet loka aidar angaleuka.","Aa'ta rua ala be ri ebi ovu e'yo okporu ma driari'i, ka 'dini ma 'ba e'yo avita ni 'diyi ma alia o'du driasi. Ka tro mu pari rua 'bazuri ma alia kaniku mu ongu onzuzuria, ma a'i ra kini e'yo 'yezu sawa driasi ri eri e'yo okporu ma ma rua ma ta mbazuri'i.","Okuguma nyine amagara marungi nikyo kintu kikuru munonga ahariinye, n'ahabw'ekyo ninkora enteekateeka y'okukora emirimo y'omubiri buriizooba. Yaaba n'okwejumba omu by'emizaano nainga okwiruka, ninyikiriza ngu okugumizamu nikikuru omu kuguma nyine amagara marungi."
10074,"I heard you mention your plans for the future, and it got me curious. Is there a specific reason you’ve decided to step away from your position?",Nkuwulidde ng'oyogera ku nteekateeka zo ez'ebiseera eby'omu maaso era kyandeetera okwagala okumanya ebisingawo.,"Awinyo ka iloko i kom yub ma itye kwede pi anyim, man omiyo abedo ki miti me ngeyo jami mapol.","Abu eong apupun jo inera nuikamunitos ainapeta kon nuka oingaren, ido abu eong akoto aijen.","Ma eri mi e'yo nze otita mini ewu drialeri ni 'diyi ma dria, azini eri fe ma dri ava ra.","Nkahurira nogamba aha nteekateeka zaawe ez'omubiro bya nyensya, kandi kikandeetera kwenda kumanya."
10075,"After months of declining performance and employee dissatisfaction, the board of directors convened to discuss the future direction of the organization. They concluded that a new approach was necessary to revitalize the company.","Oluvannyuma lw'emyezi gy'okukendeera kw'omutindo gw'emirimu n'obutali bumativu bw'abakozi, akakiiko ka badayirekita kaatuula okukubaganya ebirowoozo ku ngeri ekibiina gye kiddukanyizibwamu mu biseera eby'omu maaso. Baamaliriza nti enkola empya yeetaagibwa okuzzaawo kampuni.","Ingee dwe mapol me poto pa rwom me tic ki cwer cwiny pa lutic, dul pa ludor dul enoni gubedo kacoke me nywako tam i kom kit ma dul enoni omyero otii kwede ikare me anyim. Gumoko ni yoo manyen mite me roco dul ne.","Akaulo naka ilapio luka aibiror naka eswamae loajokan keda amamut aiyalama naka eswamak, apotu lukapolok luapolok iriamunos kanu aitemitem epone loebeitor atukot ngin aswam koingaren. Apotu kesi ongetakisi ebe ibusakinit aitodolikin iponesio luitetiak kanu aisiteteun ekampuni.","Mba 'bani azi ngazu muke ku azini azi'ba eyini aa'zu ayikosi ku 'diyi ma vutia, board of directors ru 'diyi tra eyi agbatara gbazu driceza amuti 'da ni ewu drialeri ma alea ri ma dria. Eyi esu e'yo kini geri azi o'diru ni eri orodriru amuti 'da ma edri engazu o'diru.","Bwanyima y'ameezi g'okukyendeera kw'emirimo hamwe n'obutetegyerezibwa bw'abakozi, akakiiko k'abebembezi kakateerana kuhanuura aha nkora y'ekitongore omu biro by'omumaisho. Bakahendera ngu enkora ensya ekaba neeyetengwa kugarura busya kampuni."
